name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,price_category,mileage_category,age_category,log_price,owner_encoded,transmission_encoded,fuel_encoded,seller_type_encoded,brand_encoded,price_category_encoded,mileage_category_encoded,age_category_encoded
Maruti Zen Estilo LXI Green (CNG),2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,14,Maruti,Budget,Medium,Old,11.608235644774552,3,0,0,1,18,0,1,2
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,600000,40000,Diesel,Individual,Manual,First Owner,7,Mahindra,Mid-Range,Low,Recent,13.304684934198283,0,0,1,1,17,1,0,1
Mahindra XUV500 W8 4WD,2012,620000,80000,Diesel,Individual,Manual,Second Owner,12,Mahindra,Premium,Medium,Old,13.337474757021274,1,0,1,1,17,2,1,2
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000,Diesel,Individual,Manual,First Owner,10,Ford,Mid-Range,Low,Old,13.304684934198283,0,0,1,1,8,1,0,2
Mahindra Bolero Power Plus ZLX,2018,795000,35000,Diesel,Individual,Manual,First Owner,6,Mahindra,Premium,Low,Recent,13.58609739363647,0,0,1,1,17,2,0,1
Tata Winger Deluxe - Hi Roof (AC),2011,300000,180000,Diesel,Individual,Manual,Third Owner,13,Tata,Budget,High,Old,12.611537753638338,2,0,1,1,25,0,2,2
Renault Lodgy 85PS RxL,2015,495000,60000,Diesel,Individual,Manual,First Owner,9,Renault,Mid-Range,Medium,Old,13.112313041550827,0,0,1,1,23,1,1,2
Tata Hexa XTA,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,6,Tata,Luxury,Low,Recent,14.115615150414612,0,1,1,1,25,3,0,1
Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,First Owner,10,Mahindra,Mid-Range,High,Old,12.765688433465597,0,0,1,1,17,1,2,2
Datsun RediGO AMT 1.0 S,2018,300000,25000,Petrol,Individual,Automatic,First Owner,6,Datsun,Budget,Low,Recent,12.611537753638338,0,1,4,1,5,0,0,1
Nissan Sunny XL D,2018,500000,70000,Diesel,Individual,Manual,First Owner,6,Nissan,Mid-Range,Medium,Recent,13.122363377404328,0,0,1,1,21,1,1,1
Audi Q3 35 TDI Quattro Technology,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner,7,Audi,Luxury,Low,Recent,14.761360092079974,0,1,1,0,1,3,0,1
Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner,10,Honda,Mid-Range,Medium,Old,12.751299696013497,0,0,4,0,9,1,1,2
Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,11,Tata,Budget,Medium,Old,12.301382825334498,0,0,1,1,25,0,1,2
Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,Second Owner,25,Maruti,Budget,Medium,Very Old,10.819778284410283,1,0,4,1,18,0,1,3
Honda Jazz Select Edition,2017,585000,14000,Petrol,Dealer,Manual,First Owner,7,Honda,Mid-Range,Low,Recent,13.279367126213993,0,0,4,0,9,1,0,1
Maruti Swift Dzire AMT VXI,2018,625000,13800,Petrol,Individual,Automatic,First Owner,6,Maruti,Premium,Low,Recent,13.345506928718539,0,1,4,1,18,2,0,1
Hyundai Creta 1.6 SX Automatic,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,7,Hyundai,Luxury,Low,Recent,13.849911984681606,0,1,4,0,10,3,0,1
Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,First Owner,7,Mahindra,Mid-Range,Medium,Recent,13.304684934198283,0,0,1,1,17,1,1,1
Toyota Fortuner 2.8 4WD AT BSIV,2019,3100000,5000,Diesel,Individual,Automatic,First Owner,5,Toyota,Luxury,Low,Recent,14.946912669455374,0,1,1,1,26,3,0,1
Honda City i-DTEC SV,2014,650000,49654,Diesel,Dealer,Manual,First Owner,10,Honda,Premium,Low,Old,13.38472764187182,0,0,1,0,9,2,0,2
Hyundai Grand i10 Asta,2016,550000,45457,Petrol,Dealer,Manual,First Owner,8,Hyundai,Mid-Range,Low,Old,13.217673557208654,0,0,4,0,10,1,0,2
Hyundai Creta 1.6 CRDi SX,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,7,Hyundai,Luxury,Low,Recent,14.04662227892766,0,0,1,0,10,3,0,1
Hyundai i20 Sportz 1.2,2016,660000,48220,Petrol,Dealer,Manual,First Owner,8,Hyundai,Premium,Low,Old,13.399995114002609,0,0,4,0,10,2,0,2
Hyundai i20 Sportz 1.2,2017,700000,11114,Petrol,Dealer,Manual,First Owner,7,Hyundai,Premium,Low,Recent,13.458835614025542,0,0,4,0,10,2,0,1
Hyundai Getz 1.5 CRDi GVS,2008,235000,60208,Diesel,Dealer,Manual,First Owner,16,Hyundai,Budget,Medium,Very Old,12.367340793126296,0,0,1,0,10,0,1,3
Volkswagen Vento 1.5 TDI Highline,2013,475000,80000,Diesel,Dealer,Manual,First Owner,11,Volkswagen,Mid-Range,Medium,Old,13.071070083016778,0,0,1,0,27,1,1,2
Mercedes-Benz E-Class 280 CDI Elegance,2008,795000,98600,Diesel,Dealer,Automatic,First Owner,16,Mercedes-Benz,Premium,Medium,Very Old,13.58609739363647,0,1,1,0,19,2,1,3
Audi RS7 2015-2019 Sportback Performance,2016,8900000,13000,Petrol,Dealer,Automatic,First Owner,8,Audi,Luxury,Low,Old,16.00156183470237,0,1,4,0,1,3,0,2
Audi Q5 3.0 TDI Quattro Technology,2015,3200000,30000,Diesel,Dealer,Automatic,First Owner,9,Audi,Luxury,Low,Old,14.978661367769956,0,1,1,0,1,3,0,2
MG Hector Smart AT,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner,5,MG,Luxury,Low,Recent,14.436087045689384,0,1,4,0,16,3,0,1
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,4200000,100000,Diesel,Dealer,Automatic,First Owner,14,Land,Luxury,Medium,Old,15.250595083253597,0,1,1,0,15,3,1,2
Honda City VX CVT,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,9,Honda,Premium,Medium,Old,13.652991628466498,0,1,4,0,9,2,1,2
Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,First Owner,7,Mahindra,Mid-Range,Medium,Recent,13.279367126213993,0,0,1,0,17,1,1,1
Mahindra Verito 1.5 D4 BSIV,2015,380000,64541,Diesel,Dealer,Manual,First Owner,9,Mahindra,Mid-Range,Medium,Old,12.84792653170257,0,0,1,0,17,1,1,2
Maruti Swift Dzire VDI,2019,650000,35000,Diesel,Individual,Manual,First Owner,5,Maruti,Premium,Low,Recent,13.38472764187182,0,0,1,1,18,2,0,1
Nissan Micra Active XV,2017,434999,16267,Petrol,Dealer,Manual,First Owner,7,Nissan,Mid-Range,Low,Recent,12.983099011217604,0,0,4,0,21,1,0,1
Volkswagen Vento 1.5 TDI Highline,2013,525000,71500,Diesel,Dealer,Manual,First Owner,11,Volkswagen,Mid-Range,Medium,Old,13.17115354157376,0,0,1,0,27,1,1,2
BMW 5 Series 520d Luxury Line,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner,5,BMW,Luxury,Low,Recent,15.38412647587812,0,1,1,0,2,3,0,1
Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner,16,Chevrolet,Budget,Medium,Very Old,11.982929094215963,0,0,4,1,3,0,1,3
Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000,Petrol,Individual,Manual,Second Owner,17,Maruti,Budget,Medium,Very Old,11.982929094215963,1,0,4,1,18,0,1,3
Hyundai Creta 1.6 VTVT S,2017,900000,14700,Petrol,Individual,Manual,First Owner,7,Hyundai,Premium,Low,Recent,13.710150042306449,0,0,4,1,10,2,0,1
Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,Second Owner,24,Maruti,Budget,Medium,Very Old,11.018629143155449,1,0,4,1,18,0,1,3
Maruti Wagon R LXI BS IV,2017,400000,50000,Petrol,Individual,Manual,First Owner,7,Maruti,Mid-Range,Low,Recent,12.89921982609012,0,0,4,1,18,1,0,1
Hyundai Santro Xing XS,2009,150000,100000,Petrol,Individual,Manual,Second Owner,15,Hyundai,Budget,Medium,Old,11.918390573078392,1,0,4,1,10,0,1,2
Volkswagen Polo GT 1.0 TSI,2019,950000,24000,Petrol,Individual,Automatic,First Owner,5,Volkswagen,Premium,Low,Recent,13.764217263576723,0,1,4,1,27,2,0,1
Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner,17,Hyundai,Budget,Medium,Very Old,11.608235644774552,0,0,4,1,10,0,1,3
Tata Bolt Revotron XM,2015,375000,30000,Petrol,Individual,Manual,First Owner,9,Tata,Mid-Range,Low,Old,12.834681304952548,0,0,4,1,25,1,0,2
Datsun GO Plus T Option,2017,350000,80000,Petrol,Individual,Manual,First Owner,7,Datsun,Mid-Range,Medium,Recent,12.765688433465597,0,0,4,1,5,1,1,1
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,310000,92686,Diesel,Dealer,Manual,Second Owner,12,Hyundai,Mid-Range,Medium,Old,12.644327576461329,1,0,1,0,10,1,1,2
Tata Indica GLS BS IV,2010,90000,300000,Petrol,Individual,Manual,Third Owner,14,Tata,Budget,Very High,Old,11.407564949312402,2,0,4,1,25,0,3,2
Volkswagen Vento Petrol Highline,2011,350000,90000,Petrol,Individual,Manual,Second Owner,13,Volkswagen,Mid-Range,Medium,Old,12.765688433465597,1,0,4,1,27,1,1,2
Hyundai Santro LS zipPlus,2003,100000,60000,Petrol,Individual,Manual,First Owner,21,Hyundai,Budget,Medium,Very Old,11.512925464970229,0,0,4,1,10,0,1,3
Mahindra XUV500 AT W6 2WD,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,7,Mahindra,Luxury,Low,Recent,14.077874822431765,0,1,1,1,17,3,0,1
Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,10,Hyundai,Budget,Medium,Old,12.542544882151386,0,0,4,1,10,0,1,2
Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,6,Hyundai,Mid-Range,Low,Recent,12.793859310432293,0,0,4,1,10,1,0,1
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,13,Maruti,Budget,Low,Old,11.918390573078392,1,0,4,1,18,0,0,2
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,7,Skoda,Premium,Low,Recent,13.710150042306449,0,1,4,1,24,2,0,1
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,19,Ambassador,Budget,Low,Very Old,11.695247021764184,1,0,1,1,0,0,0,3
Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,14,Fiat,Budget,Medium,Old,12.2783933071098,1,0,4,1,6,0,1,2
Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,11,Renault,Mid-Range,Low,Old,13.217673557208654,0,0,1,1,23,1,0,2
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,6,Tata,Premium,Low,Recent,13.560618308335483,0,0,4,1,25,2,0,1
Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,23,Maruti,Mid-Range,Low,Very Old,12.923909999653127,2,0,4,1,18,1,0,3
Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,19,Maruti,Budget,Medium,Very Old,11.082142548877775,1,0,4,1,18,0,1,3
Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,16,Maruti,Budget,Medium,Very Old,12.206072645530174,1,0,4,1,18,0,1,3
Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,14,Maruti,Budget,Low,Old,12.388394202324129,1,0,4,1,18,0,0,2
Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,12,Toyota,Premium,High,Old,13.592367006650065,0,0,1,1,26,2,2,2
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,14,Toyota,Mid-Range,High,Old,12.89921982609012,0,0,1,1,26,1,2,2
Tata Sumo Gold EX BSIII,2016,500000,60000,Diesel,Individual,Manual,First Owner,8,Tata,Mid-Range,Medium,Old,13.122363377404328,0,0,1,1,25,1,1,2
Mahindra Renault Logan 1.5 DLX Diesel,2007,150000,90000,Diesel,Individual,Manual,Third Owner,17,Mahindra,Budget,Medium,Very Old,11.918390573078392,2,0,1,1,17,0,1,3
Toyota Etios GD,2014,500000,140000,Diesel,Individual,Manual,Second Owner,10,Toyota,Mid-Range,High,Old,13.122363377404328,1,0,1,1,26,1,2,2
Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,10,Hyundai,Mid-Range,Medium,Old,12.676076274775909,0,0,4,1,10,1,1,2
Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,11,Nissan,Budget,Medium,Old,12.611537753638338,0,0,1,1,21,0,1,2
Maruti Alto 800 LXI,2018,285000,14000,Petrol,Individual,Manual,First Owner,6,Maruti,Budget,Low,Recent,12.560244459250788,0,0,4,1,18,0,0,1
Tata Aria Pleasure 4x2,2012,360000,70000,Diesel,Individual,Manual,Second Owner,12,Tata,Mid-Range,Medium,Old,12.793859310432293,1,0,1,1,25,1,1,2
Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner,15,Honda,Mid-Range,Medium,Old,13.017002861746503,1,0,4,1,9,1,1,2
Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner,13,Maruti,Budget,Medium,Old,12.072541252905651,2,0,4,1,18,0,1,2
Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner,13,Chevrolet,Mid-Range,Medium,Old,12.765688433465597,1,0,1,1,3,1,1,2
Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner,4,Ford,Mid-Range,Low,Recent,13.180632285528304,0,0,1,0,8,1,0,1
Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,7,Honda,Luxury,Low,Recent,13.840203170554645,0,0,1,0,9,3,0,1
Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,7,Honda,Premium,Low,Recent,13.764217263576723,0,0,1,0,9,2,0,1
Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner,7,Honda,Premium,Low,Recent,13.493926933836812,0,0,4,0,9,2,0,1
Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner,7,Honda,Premium,Low,Recent,13.732127862068111,0,0,4,0,9,2,0,1
Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner,6,Honda,Premium,Low,Recent,13.458835614025542,0,0,1,0,9,2,0,1
Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner,7,Honda,Premium,Low,Recent,13.493926933836812,0,0,1,0,9,2,0,1
Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,7,Honda,Premium,Low,Recent,13.641157170819497,0,0,4,0,9,2,0,1
Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,9,Maruti,Mid-Range,Low,Old,12.80765263256463,0,0,4,0,18,1,0,2
Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner,10,Honda,Premium,Medium,Old,13.407542319637992,0,0,1,0,9,2,1,2
Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner,21,Maruti,Budget,Medium,Very Old,10.819778284410283,0,0,4,1,18,0,1,3
Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,10,Hyundai,Budget,Low,Old,12.323855681186558,0,0,4,1,10,0,0,2
Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner,12,Hyundai,Budget,Low,Old,12.345830240069793,1,0,4,1,10,0,0,2
Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner,16,Hyundai,Budget,Medium,Very Old,11.884489021402711,0,0,4,1,10,0,1,3
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner,7,Ford,Premium,Low,Recent,13.527828485512494,0,0,4,0,8,2,0,1
Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner,9,Honda,Premium,Low,Old,13.573438996764546,0,0,1,1,9,2,0,2
Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,13,Hyundai,Budget,Low,Old,12.323855681186558,0,0,4,1,10,0,0,2
Hyundai Xcent 1.1 CRDi Base,2017,300000,80000,Diesel,Individual,Manual,First Owner,7,Hyundai,Budget,Medium,Recent,12.611537753638338,0,0,1,1,10,0,1,1
Hyundai i20 Asta 1.4 CRDi,2016,680000,20000,Diesel,Individual,Manual,First Owner,8,Hyundai,Premium,Low,Old,13.42984807715229,0,0,1,1,10,2,0,2
Mahindra TUV 300 T8,2016,700000,40000,Diesel,Individual,Manual,First Owner,8,Mahindra,Premium,Low,Old,13.458835614025542,0,0,1,1,17,2,0,2
Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner,13,Tata,Budget,High,Old,12.100712129872347,0,0,1,1,25,0,2,2
Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner,16,Ford,Budget,High,Very Old,12.506177237980511,1,0,1,1,8,0,2,3
Maruti Swift Dzire VXi,2010,370000,97000,Petrol,Individual,Manual,Second Owner,14,Maruti,Mid-Range,Medium,Old,12.821258284620408,1,0,4,1,18,1,1,2
Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000,Diesel,Individual,Manual,First Owner,6,Mahindra,Luxury,Medium,Recent,13.9108207377686,0,0,1,1,17,3,1,1
Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner,20,Hyundai,Budget,High,Very Old,11.695247021764184,1,0,1,1,10,0,2,3
Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner,11,Skoda,Mid-Range,Medium,Old,12.971540487669746,1,0,1,1,24,1,1,2
Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner,10,Maruti,Mid-Range,Low,Old,13.217673557208654,0,0,1,0,18,1,0,2
Hyundai Santro Xing GLS,2014,320000,54350,Petrol,Dealer,Manual,First Owner,10,Hyundai,Mid-Range,Medium,Old,12.676076274775909,0,0,4,0,10,1,1,2
Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,9,Maruti,Mid-Range,Low,Old,12.873902018105829,0,0,4,0,18,1,0,2
Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner,10,Renault,Mid-Range,Medium,Old,13.217673557208654,0,0,1,0,23,1,1,2
Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner,12,Maruti,Mid-Range,Medium,Old,12.821258284620408,0,0,4,0,18,1,1,2
Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner,14,Maruti,Budget,Medium,Old,12.154779351142624,0,0,4,0,18,0,1,2
Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner,11,Renault,Mid-Range,Medium,Old,13.142164043914272,0,0,1,0,23,1,1,2
Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner,11,Honda,Mid-Range,Medium,Old,13.017002861746503,0,0,4,0,9,1,1,2
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,5500000,77350,Diesel,Dealer,Automatic,First Owner,8,Mercedes-Benz,Luxury,Medium,Old,15.520258650202699,0,1,1,0,19,3,1,2
Maruti Swift Dzire VDI,2015,550000,61187,Diesel,Dealer,Manual,First Owner,9,Maruti,Mid-Range,Medium,Old,13.217673557208654,0,0,1,0,18,1,1,2
Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner,15,Mahindra,Mid-Range,Medium,Old,12.89921982609012,0,0,1,0,17,1,1,2
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner,9,Ford,Mid-Range,Medium,Old,13.279367126213993,0,0,1,0,8,1,1,2
Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000,Petrol,Individual,Manual,First Owner,5,Hyundai,Mid-Range,Low,Recent,13.122363377404328,0,0,4,1,10,1,0,1
Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner,9,Maruti,Premium,Low,Old,13.592367006650065,0,0,4,1,18,2,0,2
Maruti Swift Vdi BSIII,2009,265000,120000,Diesel,Individual,Manual,Second Owner,15,Maruti,Budget,High,Old,12.487485104968359,1,0,1,1,18,0,2,2
Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner,12,Ford,Budget,High,Old,12.072541252905651,0,0,1,1,8,0,2,2
Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner,17,Fiat,Budget,Low,Very Old,11.736069016284437,1,0,4,1,6,0,0,3
Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner,14,Tata,Budget,Medium,Old,12.013700752882718,0,0,1,1,25,0,1,2
Mahindra Verito 1.5 D2 BSIII,2011,150000,280000,Diesel,Individual,Manual,First Owner,13,Mahindra,Budget,Very High,Old,11.918390573078392,0,0,1,1,17,0,3,2
Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,9,Hyundai,Luxury,Medium,Old,13.840203170554645,1,0,1,1,10,3,1,2
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,250000,Diesel,Individual,Manual,Second Owner,10,Toyota,Luxury,Very High,Old,13.845069360205818,1,0,1,1,26,3,3,2
Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,12,Chevrolet,Mid-Range,Medium,Old,12.84792653170257,3,0,1,1,3,1,1,2
Maruti Swift Dzire LDi,2010,250000,110000,Diesel,Individual,Manual,Third Owner,14,Maruti,Budget,High,Old,12.429216196844383,2,0,1,1,18,0,2,2
Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner,24,Maruti,Budget,Medium,Very Old,11.350406535472453,1,0,4,1,18,0,1,3
Fiat Punto EVO 1.3 Dynamic,2016,500000,35000,Diesel,Individual,Manual,First Owner,8,Fiat,Mid-Range,Low,Old,13.122363377404328,0,0,1,1,6,1,0,2
Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,6,Hyundai,Mid-Range,Low,Recent,12.765688433465597,0,0,4,1,10,1,0,1
Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner,14,Maruti,Budget,Medium,Old,12.154779351142624,1,0,4,1,18,0,1,2
Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner,15,Volkswagen,Premium,High,Old,13.753635154246187,0,0,1,1,27,2,2,2
Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner,11,Maruti,Mid-Range,Medium,Old,13.071070083016778,1,0,4,1,18,1,1,2
Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,6,Maruti,Budget,Low,Recent,12.611537753638338,0,0,4,1,18,0,0,1
Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner,8,Chevrolet,Budget,Medium,Old,12.429216196844383,2,0,4,1,3,0,1,2
Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,23,Maruti,Budget,Medium,Very Old,11.440354772135393,3,0,4,1,18,0,1,3
Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner,12,Ford,Budget,High,Old,12.577636201962656,1,0,1,1,8,0,2,2
Tata Indica GLS BS IV,2010,75000,300000,Petrol,Individual,Manual,Third Owner,14,Tata,Budget,Very High,Old,11.225243392518447,2,0,4,1,25,0,3,2
Mahindra XUV500 W8 2WD,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Premium,High,Old,13.815510557964274,1,0,1,1,17,2,2,2
Hyundai i20 Asta 1.4 CRDi,2015,550000,87000,Diesel,Individual,Manual,First Owner,9,Hyundai,Mid-Range,Medium,Old,13.217673557208654,0,0,1,1,10,1,1,2
Fiat Punto 1.3 Emotion,2010,285000,75000,Diesel,Individual,Manual,Third Owner,14,Fiat,Budget,Medium,Old,12.560244459250788,2,0,1,1,6,0,1,2
Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,12,Maruti,Budget,Low,Old,12.345830240069793,1,0,4,1,18,0,0,2
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner,10,Ford,Mid-Range,High,Old,13.270783382522602,0,0,1,1,8,1,2,2
Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,19,Toyota,Budget,Medium,Very Old,12.072541252905651,3,0,4,1,26,0,1,3
Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,12,Maruti,Budget,High,Old,12.429216196844383,3,0,1,1,18,0,2,2
Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner,18,Maruti,Budget,High,Very Old,11.156250521031495,0,0,4,1,18,0,2,3
Maruti Celerio VXI Optional,2017,430999,14000,Petrol,Dealer,Manual,First Owner,7,Maruti,Mid-Range,Low,Recent,12.973861048897579,0,0,4,0,18,1,0,1
Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner,14,Chevrolet,Budget,Medium,Old,11.289781913656018,0,0,4,1,3,0,1,2
Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,5,Maruti,Mid-Range,Low,Recent,12.721885810807203,0,0,4,0,18,1,0,1
Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000,Petrol,Dealer,Manual,First Owner,7,Maruti,Mid-Range,Medium,Recent,12.765688433465597,0,0,4,0,18,1,1,1
Maruti Alto 800 LXI Opt BSIV,2018,315000,56000,Petrol,Dealer,Manual,First Owner,6,Maruti,Mid-Range,Medium,Recent,12.66032791780777,0,0,4,0,18,1,1,1
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner,5,Volkswagen,Luxury,Low,Recent,13.9108207377686,0,1,1,1,27,3,0,1
Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,19,Maruti,Budget,Low,Very Old,11.289781913656018,0,0,4,1,18,0,0,3
Maruti Alto K10 VXI Optional,2014,285000,64000,Petrol,Dealer,Manual,Second Owner,10,Maruti,Budget,Medium,Old,12.560244459250788,1,0,4,0,18,0,1,2
Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner,15,Tata,Budget,High,Old,11.512925464970229,2,0,1,1,25,0,2,2
Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,13,Maruti,Budget,Low,Old,12.323855681186558,0,0,4,1,18,0,0,2
Volvo XC 90 D5 Inscription BSIV,2017,4500000,80000,Diesel,Individual,Automatic,First Owner,7,Volvo,Luxury,Medium,Recent,15.319587954740548,0,1,1,1,28,3,1,1
