car_age,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,brand_encoded,selling_price,name,year,brand,fuel,seller_type,transmission,owner,price_category,mileage_category,age_category,price_category_encoded,mileage_category_encoded,age_category_encoded,log_price
6,60000,1,1,0,0,17,707000,Mahindra Scorpio BSIV,2018,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.468785944878709
17,120000,4,1,0,3,10,95000,Hyundai Getz GLS,2007,Hyundai,Petrol,Individual,Manual,Fourth & Above Owner,Budget,High,Very Old,0,2,3,11.461632170582678
4,7000,0,1,0,0,18,495000,Maruti Eeco CNG 5 Seater AC BSIV,2020,Maruti,CNG,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.112313041550827
12,35000,1,1,0,0,25,200000,Tata Indigo TDI,2012,Tata,Diesel,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.206072645530174
15,110000,4,1,0,3,18,110000,Maruti A-Star Vxi,2009,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,Budget,High,Old,0,2,2,11.608235644774552
16,130000,4,1,0,3,18,100000,Maruti Alto LXi,2008,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,Budget,High,Very Old,0,2,3,11.512925464970229
8,25000,4,1,0,1,18,150000,Maruti Alto 800 LX,2016,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,11.918390573078392
19,80000,4,1,0,2,8,50000,Ford Ikon 1.3 Flair,2005,Ford,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,10.819778284410283
17,70000,4,1,0,1,3,85000,Chevrolet Aveo 1.4,2007,Chevrolet,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.350406535472453
6,23000,4,1,0,0,10,475000,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.071070083016778
10,40000,4,1,0,0,27,425000,Volkswagen Polo 1.2 MPI Highline,2014,Volkswagen,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.959844447906553
18,110000,4,1,1,1,2,480000,BMW 5 Series 530i,2006,BMW,Petrol,Individual,Automatic,Second Owner,Mid-Range,High,Very Old,1,2,3,13.081541382884074
5,10000,1,1,0,0,18,950000,Maruti S-Cross Delta DDiS 200 SH,2019,Maruti,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.764217263576723
9,80000,1,1,0,0,18,535000,Maruti Swift Dzire VDI,2015,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.190022025878143
15,25000,1,1,0,2,10,325000,Hyundai Verna CRDi SX ABS,2009,Hyundai,Diesel,Individual,Manual,Third Owner,Mid-Range,Low,Old,1,0,2,12.691580461311874
11,74000,4,1,0,2,18,270000,Maruti Wagon R Stingray VXI,2013,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.506177237980511
9,60000,4,1,0,2,18,300000,Maruti Celerio VXI,2015,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.611537753638338
13,70000,1,1,0,0,27,325000,Volkswagen Vento Diesel Trendline,2011,Volkswagen,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.691580461311874
14,100000,1,1,0,0,25,350000,Tata New Safari DICOR 2.2 EX 4x2,2010,Tata,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
16,146000,1,1,0,2,10,229999,Hyundai Verna CRDi SX,2008,Hyundai,Diesel,Individual,Manual,Third Owner,Budget,High,Very Old,0,2,3,12.345830240069793
12,120000,1,1,0,1,18,325000,Maruti Swift Dzire LDi,2012,Maruti,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,12.691580461311874
19,70000,4,1,0,1,18,70000,Maruti Wagon R LXI,2005,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.156250521031495
16,120000,1,1,0,2,24,190000,Skoda Laura Ambiente,2008,Skoda,Diesel,Individual,Manual,Third Owner,Budget,High,Very Old,0,2,3,12.154779351142624
13,65500,1,1,0,0,3,345000,Chevrolet Cruze LTZ,2011,Chevrolet,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.751299696013497
8,70000,1,1,0,0,17,1025000,Mahindra Scorpio 1.99 S10,2016,Mahindra,Diesel,Individual,Manual,First Owner,Luxury,Medium,Old,3,1,2,13.840203170554645
12,50000,4,1,0,0,18,120000,Maruti Alto 800 LXI,2012,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.695247021764184
15,90000,4,1,0,1,18,114999,Maruti Alto LXi BSIII,2009,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.652678711655406
15,120000,4,1,0,1,9,300000,Honda City 1.5 S MT,2009,Honda,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.611537753638338
8,56000,4,0,0,0,18,340000,Maruti Celerio VXI,2016,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.736700896592344
19,70000,4,1,0,1,18,90000,Maruti Wagon R LXI,2005,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.407564949312402
18,140300,4,1,0,0,18,150000,Maruti Alto LX,2006,Maruti,Petrol,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,11.918390573078392
14,70000,4,1,0,0,18,115999,Maruti Alto K10 2010-2014 VXI,2010,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.661336849361689
8,23000,4,0,0,1,18,375000,Maruti Wagon R VXI,2016,Maruti,Petrol,Dealer,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,12.834681304952548
17,10211,4,1,0,0,18,275000,Maruti Zen Estilo LXI BSIII,2007,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Very Old,0,0,3,12.524526376648708
19,120000,1,1,0,2,17,120000,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,Mahindra,Diesel,Individual,Manual,Third Owner,Budget,High,Very Old,0,2,3,11.695247021764184
9,120000,1,1,0,0,18,350000,Maruti Celerio ZDi,2015,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,12.765688433465597
7,35000,4,1,0,0,18,409999,Maruti Celerio ZXI,2017,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.923909999653127
12,130000,1,1,0,0,10,500000,Hyundai Verna 1.6 SX,2012,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,13.122363377404328
11,90000,1,1,0,1,21,220000,Nissan Sunny Diesel XL,2013,Nissan,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.301382825334498
16,80000,4,1,0,1,8,120000,Ford Fiesta 1.6 Duratec EXI Ltd,2008,Ford,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.695247021764184
17,55000,4,1,0,1,10,70000,Hyundai Santro Xing XK,2007,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.156250521031495
7,15000,4,1,0,0,18,800000,Maruti Swift Dzire ZXI Plus,2017,Maruti,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.592367006650065
10,260000,1,1,0,1,18,450000,Maruti Swift Dzire VDI,2014,Maruti,Diesel,Individual,Manual,Second Owner,Mid-Range,Very High,Old,1,3,2,13.017002861746503
12,145000,1,1,0,0,17,525000,Mahindra Scorpio SLE BSIV,2012,Mahindra,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,13.17115354157376
8,35000,4,1,0,0,5,300000,Datsun GO Plus Remix Limited Edition,2016,Datsun,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.611537753638338
16,56000,4,1,0,1,10,195000,Hyundai i10 Magna,2008,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,12.180754837545884
17,98000,1,1,0,1,8,130000,Ford Fiesta Classic 1.4 SXI Duratorq,2007,Ford,Diesel,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.77528972943772
13,135000,1,1,0,1,26,300000,Toyota Etios VD,2011,Toyota,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.611537753638338
22,60000,4,1,0,2,18,120000,Maruti Alto VXi,2002,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.695247021764184
14,120000,1,1,0,2,26,450000,Toyota Innova 2.5 G3,2010,Toyota,Diesel,Individual,Manual,Third Owner,Mid-Range,High,Old,1,2,2,13.017002861746503
14,102000,1,1,0,1,25,160000,Tata Indigo LS,2010,Tata,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.982929094215963
6,35000,1,1,0,0,17,800000,Mahindra Bolero Power Plus Plus AC BSIV PS,2018,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.592367006650065
11,80000,4,1,0,0,18,100000,Maruti 800 AC,2013,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.512925464970229
9,32933,4,0,0,0,18,265000,Maruti Alto 800 LXI,2015,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.487485104968359
16,54551,4,0,0,0,18,175000,Maruti Wagon R LXI,2008,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Medium,Very Old,0,1,3,12.072541252905651
10,57112,4,0,0,0,18,250999,Maruti Omni 8 Seater BSIV,2014,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.43320423404224
9,41025,4,0,1,0,10,471000,Hyundai Xcent 1.2 VTVT S AT,2015,Hyundai,Petrol,Dealer,Automatic,First Owner,Mid-Range,Low,Old,1,0,2,13.062613372998555
5,5000,1,1,0,0,18,650000,Maruti Swift Dzire LDI,2019,Maruti,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.38472764187182
12,53122,4,0,0,1,10,225000,Hyundai EON Magna,2012,Hyundai,Petrol,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.323855681186558
11,64111,0,0,0,0,18,245000,Maruti Alto 800 LXI CNG,2013,Maruti,CNG,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.409013489526863
13,78892,4,0,0,0,18,221000,Maruti Ritz LXi,2011,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.30591798049989
13,74113,4,0,0,0,10,271000,Hyundai i20 1.2 Asta,2011,Hyundai,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.509874099861838
12,80000,4,0,0,0,18,290000,Maruti Wagon R VXI,2012,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.577636201962656
7,39000,4,0,0,0,18,525000,Maruti Swift VXi BSIV,2017,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.17115354157376
12,84775,4,0,0,0,27,377000,Volkswagen Vento 1.6 Highline,2012,Volkswagen,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.840000466430148
12,20778,4,0,0,0,25,95000,Tata Nano LX SE,2012,Tata,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,11.461632170582678
9,64441,1,0,0,0,18,763000,Maruti Ertiga VDI,2015,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.545013310266594
9,43192,4,0,0,0,9,450000,Honda Amaze S i-Vtech,2015,Honda,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.017002861746503
10,44416,4,0,0,0,25,140000,Tata Nano Twist XE,2014,Tata,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,11.84939770159144
8,79991,1,0,0,0,18,701000,Maruti Ciaz VDi Plus SHVS,2016,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.460263166016727
13,62601,1,0,0,1,21,277000,Nissan Micra Diesel XV,2011,Nissan,Diesel,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.531772785169476
6,50000,4,1,1,0,18,520000,Maruti Baleno Delta Automatic,2018,Maruti,Petrol,Individual,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,13.16158409055761
7,100000,1,1,0,0,8,550000,Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017,Ford,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,13.217673557208654
13,97000,1,1,0,2,27,260000,Volkswagen Vento Diesel Highline,2011,Volkswagen,Diesel,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.468436909997665
9,100000,1,1,0,0,23,420000,Renault Pulse RxZ,2015,Renault,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.948009990259552
22,100000,4,1,0,2,22,35000,OpelCorsa 1.4 GL,2002,OpelCorsa,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,10.46310334047155
6,20000,1,1,0,0,17,1150000,Mahindra XUV500 W7 BSIV,2018,Mahindra,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,13.955272500339433
7,46000,4,1,0,0,18,680000,Maruti Ciaz 1.4 Zeta,2017,Maruti,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.42984807715229
12,40000,1,1,0,0,18,425000,Maruti Swift VDI,2012,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.959844447906553
10,70000,1,1,0,1,18,450000,Maruti Swift Dzire LDI,2014,Maruti,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.017002861746503
16,89600,1,1,0,2,26,590000,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2008,Toyota,Diesel,Individual,Manual,Third Owner,Mid-Range,Medium,Very Old,1,1,3,13.287877815881902
7,60800,4,1,0,0,27,936999,Volkswagen Jetta 1.4 TSI Comfortline,2017,Volkswagen,Petrol,Individual,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.75043749398413
9,104000,1,1,0,1,9,420000,Honda Mobilio S i DTEC,2015,Honda,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,12.948009990259552
10,80000,1,1,0,1,27,450000,Volkswagen Polo 1.5 TDI Highline,2014,Volkswagen,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.017002861746503
20,69111,4,1,0,2,18,40000,Maruti 800 AC,2004,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,10.596634733096073
10,70000,1,1,0,1,26,520000,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,Toyota,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.16158409055761
17,120000,4,1,0,0,18,80000,Maruti 800 AC,2007,Maruti,Petrol,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,11.289781913656018
10,40000,4,1,0,0,25,55000,Tata Nano CX,2014,Tata,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,10.915088464214607
23,100000,1,1,0,2,17,80000,Mahindra Bolero DI DX 7 Seater,2001,Mahindra,Diesel,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.289781913656018
5,20000,4,1,0,0,18,210000,Maruti Alto 800 LXI,2019,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.254862809699606
7,50000,1,1,0,0,25,260000,Tata Tiago 1.05 Revotorq XM,2017,Tata,Diesel,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.468436909997665
8,70000,1,1,0,0,25,250000,Tata Zest Quadrajet 1.3,2016,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.429216196844383
16,90000,1,1,0,0,25,80000,Tata Indica Vista Aqua TDI BSIII,2008,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.289781913656018
14,150000,1,1,0,1,26,450000,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010,Toyota,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,13.017002861746503
19,120000,1,1,0,1,26,310000,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,Toyota,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Very Old,1,2,3,12.644327576461329
10,90000,4,1,0,1,8,350000,Ford Figo Petrol EXI,2014,Ford,Petrol,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
13,100000,1,1,0,0,18,320000,Maruti SX4 VDI,2011,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.676076274775909
8,90000,1,1,0,0,9,475000,Honda Amaze S i-DTEC,2016,Honda,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.071070083016778
13,140000,1,1,0,1,25,220000,Tata Manza Aura (ABS) Quadrajet BS IV,2011,Tata,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.301382825334498
16,60000,4,1,0,0,25,70000,Tata Indica GLS BS IV,2008,Tata,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.156250521031495
9,40000,1,1,0,0,3,281000,Chevrolet Sail Hatchback 1.3 TCDi,2015,Chevrolet,Diesel,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.546109948315882
11,80000,1,1,0,0,25,211000,Tata Indigo Grand Dicor,2013,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.259613412458204
6,11000,4,1,0,0,10,550000,Hyundai Elite i20 Petrol Magna Exective,2018,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.217673557208654
10,110000,1,1,0,0,3,350000,Chevrolet Enjoy TCDi LT 8 Seater,2014,Chevrolet,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,12.765688433465597
7,19890,4,0,1,0,18,420000,Maruti Wagon R VXI AMT,2017,Maruti,Petrol,Dealer,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,12.948009990259552
9,20969,4,0,0,0,23,270000,Renault KWID RXT,2015,Renault,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.506177237980511
8,20194,4,0,0,0,18,399000,Maruti Celerio VXI,2016,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.896716695872
8,34982,4,0,0,0,8,440000,Ford Figo Trend,2016,Ford,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.994530005894443
12,44588,4,0,0,0,10,250000,Hyundai EON Magna,2012,Hyundai,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.429216196844383
8,57904,1,0,0,0,8,650000,Ford Ecosport 1.5 Diesel Titanium,2016,Ford,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.38472764187182
9,59258,4,0,0,0,18,270000,Maruti Alto K10 VXI,2015,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.506177237980511
8,60826,4,0,0,0,8,390000,Ford Figo Trend,2016,Ford,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.873902018105829
6,50000,1,1,0,0,17,1500000,Mahindra XUV500 W10 2WD,2018,Mahindra,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,14.22097566607244
10,35000,4,1,0,0,18,225000,Maruti 800 AC,2014,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.323855681186558
9,110000,1,1,0,1,17,900000,Mahindra XUV500 W8 2WD,2015,Mahindra,Diesel,Individual,Manual,Second Owner,Premium,High,Old,2,2,2,13.710150042306449
6,40000,1,1,1,0,10,1600000,Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,Hyundai,Diesel,Individual,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.28551418721001
5,10000,4,1,0,0,25,800000,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,Tata,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.592367006650065
11,50000,1,1,0,0,9,320000,Honda Amaze E i-Dtech,2013,Honda,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.676076274775909
8,25000,4,1,0,0,18,300000,Maruti Alto 800 LXI,2016,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.611537753638338
6,25000,4,1,0,0,10,740000,Hyundai i20 1.2 Asta Dual Tone,2018,Hyundai,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.514405465180353
5,1300,4,1,0,0,5,350000,Datsun RediGO SV 1.0,2019,Datsun,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.765688433465597
10,40000,4,1,0,0,5,280000,Datsun GO T BSIV,2014,Datsun,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.542544882151386
6,50000,1,1,1,0,18,675000,Maruti Swift Dzire AMT VDI,2018,Maruti,Diesel,Individual,Automatic,First Owner,Premium,Low,Recent,2,0,1,13.422467969854667
13,20000,4,1,0,0,10,300000,Hyundai i10 Era 1.1 iTech SE,2011,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.611537753638338
13,76000,1,1,0,2,3,400000,Chevrolet Captiva 2.0L VCDi,2011,Chevrolet,Diesel,Individual,Manual,Third Owner,Mid-Range,Medium,Old,1,1,2,12.89921982609012
14,100000,1,1,0,2,17,420000,Mahindra Scorpio VLX 2WD BSIV,2010,Mahindra,Diesel,Individual,Manual,Third Owner,Mid-Range,Medium,Old,1,1,2,12.948009990259552
16,120000,1,1,0,0,25,300000,Tata New Safari 3L Dicor LX 4x2,2008,Tata,Diesel,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,12.611537753638338
14,70000,4,1,0,0,18,170000,Maruti Wagon R VXI Minor,2010,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.043553716032399
10,70000,4,1,0,2,10,210000,Hyundai EON Era Plus,2014,Hyundai,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.254862809699606
9,60000,1,1,0,1,18,600000,Maruti Ertiga VDI,2015,Maruti,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.304684934198283
10,38000,4,1,0,1,18,260000,Maruti Wagon R VXI BS IV,2014,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.468436909997665
9,19000,4,1,0,0,25,82000,Tata Nano Twist XT,2015,Tata,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.314474526246391
8,75000,1,1,0,0,17,690000,Mahindra TUV 300 T8,2016,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Medium,Old,2,1,2,13.444446876573442
9,70000,1,1,0,0,10,300000,Hyundai Grand i10 CRDi Asta,2015,Hyundai,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.611537753638338
7,30000,1,1,0,0,9,1250000,Honda BRV i-DTEC V MT,2017,Honda,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,14.038654109278484
7,31707,1,1,0,0,10,799000,Hyundai Verna CRDi 1.6 EX,2017,Hyundai,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.591116224748411
14,180000,1,1,0,0,26,1000000,Toyota Fortuner 3.0 Diesel,2010,Toyota,Diesel,Individual,Manual,First Owner,Premium,High,Old,2,2,2,13.815510557964274
10,90000,4,1,0,1,18,190000,Maruti Alto 800 LXI,2014,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.154779351142624
10,30000,1,1,0,0,17,250000,Mahindra Verito 1.5 D2 BSIII,2014,Mahindra,Diesel,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.429216196844383
15,60000,4,1,0,0,10,200000,Hyundai Verna 1.6 i ABS,2009,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.206072645530174
19,90000,1,1,0,1,17,300000,Mahindra Bolero DI,2005,Mahindra,Diesel,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,12.611537753638338
9,120000,4,1,0,1,25,250000,Tata Zest Revotron 1.2T XMS,2015,Tata,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.429216196844383
16,70000,4,1,0,2,18,90000,Maruti 800 AC,2008,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.407564949312402
8,160000,1,1,0,0,23,700000,Renault Duster 85PS Diesel RxL,2016,Renault,Diesel,Individual,Manual,First Owner,Premium,High,Old,2,2,2,13.458835614025542
12,115992,1,0,1,2,28,1750000,Volvo XC60 D3 Kinetic,2012,Volvo,Diesel,Dealer,Automatic,Third Owner,Luxury,High,Old,3,2,2,14.375126345899696
7,110000,4,1,0,1,18,290000,Maruti Wagon R VXI Optional,2017,Maruti,Petrol,Individual,Manual,Second Owner,Budget,High,Recent,0,2,1,12.577636201962656
10,97000,1,1,0,1,26,1050000,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,Toyota,Diesel,Individual,Manual,Second Owner,Luxury,Medium,Old,3,1,2,13.864300722133706
16,100000,1,1,0,2,25,70000,Tata Indigo LX Dicor,2008,Tata,Diesel,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.156250521031495
8,41000,1,1,0,0,18,520000,Maruti Swift ZDi BSIV,2016,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.16158409055761
12,90000,1,1,0,0,25,150000,Tata Indigo LS,2012,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.918390573078392
16,90000,4,1,0,0,10,120000,Hyundai i10 Magna 1.1,2008,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.695247021764184
8,25000,4,1,0,0,10,600000,Hyundai i20 Asta Option 1.2,2016,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
14,70000,1,1,0,1,25,150000,Tata Xenon XT EX 4X4,2010,Tata,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.918390573078392
13,60000,4,1,0,0,27,400000,Volkswagen Vento Petrol Highline,2011,Volkswagen,Petrol,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.89921982609012
9,30000,4,1,0,1,18,310000,Maruti Alto 800 LXI,2015,Maruti,Petrol,Individual,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,12.644327576461329
9,30000,4,1,0,0,18,550000,Maruti Baleno Alpha 1.2,2015,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.217673557208654
8,60000,1,1,0,0,10,550000,Hyundai i20 Asta Option 1.4 CRDi,2016,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.217673557208654
11,73000,1,1,0,0,10,320000,Hyundai Grand i10 CRDi Magna,2013,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.676076274775909
