name,selling_price,car_age,km_driven,brand,fuel,transmission,owner,cluster_kmeans,cluster_dbscan,high_risk
Mahindra Renault Logan 1.5 DLE Diesel,125000,17,110000,Mahindra,Diesel,Manual,Second Owner,1,2,1
Maruti Swift VDI BSIV,420000,10,155000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Alto K10 LXI,220000,13,70000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Alto K10 2010-2014 VXI,200000,14,70000,Maruti,Petrol,Manual,Third Owner,1,6,0
Ford Ikon 1.4 TDCi DuraTorq,130000,15,100000,Ford,Diesel,Manual,Third Owner,1,7,0
Tata Tiago XT,335000,8,41000,Tata,Petrol,Manual,First Owner,2,0,0
Ford Endeavour Titanium Plus 4X4,2650000,7,60000,Ford,Diesel,Automatic,First Owner,3,8,0
Ford Endeavour 3.2 Titanium AT 4X4,2675000,6,56000,Ford,Diesel,Automatic,First Owner,3,8,0
Ford Endeavour Titanium Plus 4X4,2675000,7,60000,Ford,Diesel,Automatic,First Owner,3,8,0
Honda City V AT,434999,13,97000,Honda,Petrol,Automatic,Second Owner,3,-1,0
Honda City i VTEC S,500000,10,60000,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Alto K10 VXI Airbag,290000,7,60000,Maruti,Petrol,Manual,First Owner,2,0,0
Ford Ecosport 1.5 Ti VCT AT Titanium,475000,10,48000,Ford,Petrol,Automatic,Second Owner,3,-1,0
Maruti Swift Dzire VDi,270000,15,190000,Maruti,Diesel,Manual,Third Owner,1,-1,0
Hyundai Xcent 1.2 VTVT S,600000,5,80000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Asta 1.4 CRDi,300000,11,70000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Volkswagen Jetta 2.0L TDI Comfortline,415000,12,80000,Volkswagen,Diesel,Manual,Second Owner,0,2,0
Maruti Vitara Brezza ZDi Plus AMT,800000,6,30000,Maruti,Diesel,Automatic,Second Owner,3,-1,0
Hyundai Grand i10 Sportz,420000,8,44440,Hyundai,Petrol,Manual,Second Owner,2,3,0
Hyundai Creta 1.6 CRDi SX Plus,1250000,6,30000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Swift VDI BSIV,270000,13,120000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 CRDi Sportz,390000,9,80000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Skoda Laura Ambiente 2.0 TDI CR MT,400000,12,110000,Skoda,Diesel,Manual,First Owner,0,1,0
Ford Fiesta 1.4 ZXi Leather,100000,17,170000,Ford,Petrol,Manual,First Owner,1,-1,1
Audi A6 2.7 TDI,850000,14,46000,Audi,Diesel,Automatic,First Owner,3,-1,0
Chevrolet Cruze LTZ AT,359000,12,120000,Chevrolet,Diesel,Automatic,Third Owner,3,-1,0
Maruti Swift Dzire ZDI,470000,9,91365,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire VDI,360000,11,90010,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Ertiga VDI,250999,11,80000,Maruti,Diesel,Manual,First Owner,0,1,0
Tata Nano Lx BSIV,45000,12,35000,Tata,Petrol,Manual,Second Owner,2,3,0
Maruti Wagon R VXI BSII,75000,18,80000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Swift Dzire VDI,495000,11,31800,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R CNG LXI,310000,11,59100,Maruti,CNG,Manual,First Owner,0,18,0
Honda Jazz 1.2 V i VTEC,540000,8,31200,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Ciaz VDi Plus SHVS,665000,8,51000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai i20 Magna 1.4 CRDi (Diesel),425000,11,22700,Hyundai,Diesel,Manual,Second Owner,0,2,0
Audi A4 2.0 TDI,1295000,13,58000,Audi,Diesel,Automatic,First Owner,3,4,0
Maruti Ciaz VDI SHVS,675000,8,50900,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Vitara Brezza ZDi Plus Dual Tone,980000,6,10000,Maruti,Diesel,Manual,First Owner,0,1,0
Chevrolet Beat Diesel LS,320000,10,60000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti Ritz VXI,250000,13,80000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Baleno Zeta 1.3,600000,8,72000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Xcent 1.2 Kappa S,300000,8,96000,Hyundai,Petrol,Manual,First Owner,2,0,0
Chevrolet Beat Diesel LS,305000,10,66000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R LXI Minor,106000,15,70000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Accent GLS 1.6 ABS,90000,18,75000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Tata Tiago 1.2 Revotron XZ,539000,5,2417,Tata,Petrol,Manual,First Owner,2,0,0
Hyundai EON Era Plus Option,250000,8,30000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Mahindra Scorpio BSIV,707000,6,60000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Getz GLS,95000,17,120000,Hyundai,Petrol,Manual,Fourth & Above Owner,1,-1,1
Maruti Eeco CNG 5 Seater AC BSIV,495000,4,7000,Maruti,CNG,Manual,First Owner,0,17,0
Tata Indigo TDI,200000,12,35000,Tata,Diesel,Manual,First Owner,0,1,0
Maruti A-Star Vxi,110000,15,110000,Maruti,Petrol,Manual,Fourth & Above Owner,1,9,0
Maruti Alto LXi,100000,16,130000,Maruti,Petrol,Manual,Fourth & Above Owner,1,9,1
Maruti Alto 800 LX,150000,8,25000,Maruti,Petrol,Manual,Second Owner,2,3,0
Ford Ikon 1.3 Flair,50000,19,80000,Ford,Petrol,Manual,Third Owner,1,6,0
Chevrolet Aveo 1.4,85000,17,70000,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Hyundai Grand i10 1.2 Kappa Magna BSIV,475000,6,23000,Hyundai,Petrol,Manual,First Owner,2,0,0
Volkswagen Polo 1.2 MPI Highline,425000,10,40000,Volkswagen,Petrol,Manual,First Owner,2,0,0
BMW 5 Series 530i,480000,18,110000,BMW,Petrol,Automatic,Second Owner,3,-1,1
Maruti S-Cross Delta DDiS 200 SH,950000,5,10000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire VDI,535000,9,80000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Verna CRDi SX ABS,325000,15,25000,Hyundai,Diesel,Manual,Third Owner,1,-1,0
Maruti Wagon R Stingray VXI,270000,11,74000,Maruti,Petrol,Manual,Third Owner,1,6,0
Maruti Celerio VXI,300000,9,60000,Maruti,Petrol,Manual,Third Owner,1,6,0
Volkswagen Vento Diesel Trendline,325000,13,70000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Tata New Safari DICOR 2.2 EX 4x2,350000,14,100000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai Verna CRDi SX,229999,16,146000,Hyundai,Diesel,Manual,Third Owner,1,7,1
Maruti Swift Dzire LDi,325000,12,120000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Wagon R LXI,70000,19,70000,Maruti,Petrol,Manual,Second Owner,1,3,0
Skoda Laura Ambiente,190000,16,120000,Skoda,Diesel,Manual,Third Owner,1,7,1
Chevrolet Cruze LTZ,345000,13,65500,Chevrolet,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio 1.99 S10,1025000,8,70000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Alto 800 LXI,120000,12,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto LXi BSIII,114999,15,90000,Maruti,Petrol,Manual,Second Owner,1,3,0
Honda City 1.5 S MT,300000,15,120000,Honda,Petrol,Manual,Second Owner,1,3,0
Maruti Celerio VXI,340000,8,56000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI,90000,19,70000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Alto LX,150000,18,140300,Maruti,Petrol,Manual,First Owner,1,0,1
Maruti Alto K10 2010-2014 VXI,115999,14,70000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R VXI,375000,8,23000,Maruti,Petrol,Manual,Second Owner,2,3,0
Maruti Zen Estilo LXI BSIII,275000,17,10211,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,120000,19,120000,Mahindra,Diesel,Manual,Third Owner,1,7,1
Maruti Celerio ZDi,350000,9,120000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Celerio ZXI,409999,7,35000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Verna 1.6 SX,500000,12,130000,Hyundai,Diesel,Manual,First Owner,0,1,0
Nissan Sunny Diesel XL,220000,11,90000,Nissan,Diesel,Manual,Second Owner,0,2,0
Ford Fiesta 1.6 Duratec EXI Ltd,120000,16,80000,Ford,Petrol,Manual,Second Owner,1,3,0
Hyundai Santro Xing XK,70000,17,55000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Maruti Swift Dzire ZXI Plus,800000,7,15000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire VDI,450000,10,260000,Maruti,Diesel,Manual,Second Owner,1,-1,0
Mahindra Scorpio SLE BSIV,525000,12,145000,Mahindra,Diesel,Manual,First Owner,0,1,0
Datsun GO Plus Remix Limited Edition,300000,8,35000,Datsun,Petrol,Manual,First Owner,2,0,0
Hyundai i10 Magna,195000,16,56000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Ford Fiesta Classic 1.4 SXI Duratorq,130000,17,98000,Ford,Diesel,Manual,Second Owner,1,2,0
Toyota Etios VD,300000,13,135000,Toyota,Diesel,Manual,Second Owner,1,2,0
Maruti Alto VXi,120000,22,60000,Maruti,Petrol,Manual,Third Owner,1,6,0
Toyota Innova 2.5 G3,450000,14,120000,Toyota,Diesel,Manual,Third Owner,1,7,0
Tata Indigo LS,160000,14,102000,Tata,Diesel,Manual,Second Owner,1,2,0
Mahindra Bolero Power Plus Plus AC BSIV PS,800000,6,35000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti 800 AC,100000,11,80000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 LXI,265000,9,32933,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI,175000,16,54551,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Omni 8 Seater BSIV,250999,10,57112,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Xcent 1.2 VTVT S AT,471000,9,41025,Hyundai,Petrol,Automatic,First Owner,3,5,0
Maruti Swift Dzire LDI,650000,5,5000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai EON Magna,225000,12,53122,Hyundai,Petrol,Manual,Second Owner,2,3,0
Maruti Alto 800 LXI CNG,245000,11,64111,Maruti,CNG,Manual,First Owner,0,18,0
Maruti Ritz LXi,221000,13,78892,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai i20 1.2 Asta,271000,13,74113,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R VXI,290000,12,80000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VXi BSIV,525000,7,39000,Maruti,Petrol,Manual,First Owner,2,0,0
Volkswagen Vento 1.6 Highline,377000,12,84775,Volkswagen,Petrol,Manual,First Owner,2,0,0
Tata Nano LX SE,95000,12,20778,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Ertiga VDI,763000,9,64441,Maruti,Diesel,Manual,First Owner,0,1,0
Honda Amaze S i-Vtech,450000,9,43192,Honda,Petrol,Manual,First Owner,2,0,0
Tata Nano Twist XE,140000,10,44416,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Ciaz VDi Plus SHVS,701000,8,79991,Maruti,Diesel,Manual,First Owner,0,1,0
Nissan Micra Diesel XV,277000,13,62601,Nissan,Diesel,Manual,Second Owner,0,2,0
Maruti Baleno Delta Automatic,520000,6,50000,Maruti,Petrol,Automatic,First Owner,3,5,0
Ford Figo Aspire 1.5 TDCi Ambiente ABS,550000,7,100000,Ford,Diesel,Manual,First Owner,0,1,0
Volkswagen Vento Diesel Highline,260000,13,97000,Volkswagen,Diesel,Manual,Third Owner,1,7,0
Renault Pulse RxZ,420000,9,100000,Renault,Diesel,Manual,First Owner,0,1,0
OpelCorsa 1.4 GL,35000,22,100000,OpelCorsa,Petrol,Manual,Third Owner,1,6,0
Mahindra XUV500 W7 BSIV,1150000,6,20000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Ciaz 1.4 Zeta,680000,7,46000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VDI,425000,12,40000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire LDI,450000,10,70000,Maruti,Diesel,Manual,Second Owner,0,2,0
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,590000,16,89600,Toyota,Diesel,Manual,Third Owner,1,-1,0
Volkswagen Jetta 1.4 TSI Comfortline,936999,7,60800,Volkswagen,Petrol,Manual,First Owner,2,0,0
Honda Mobilio S i DTEC,420000,9,104000,Honda,Diesel,Manual,Second Owner,0,2,0
Volkswagen Polo 1.5 TDI Highline,450000,10,80000,Volkswagen,Diesel,Manual,Second Owner,0,2,0
Maruti 800 AC,40000,20,69111,Maruti,Petrol,Manual,Third Owner,1,6,0
Toyota Innova 2.5 G (Diesel) 8 Seater,520000,10,70000,Toyota,Diesel,Manual,Second Owner,0,2,0
Maruti 800 AC,80000,17,120000,Maruti,Petrol,Manual,First Owner,1,0,1
Tata Nano CX,55000,10,40000,Tata,Petrol,Manual,First Owner,2,0,0
Mahindra Bolero DI DX 7 Seater,80000,23,100000,Mahindra,Diesel,Manual,Third Owner,1,-1,0
Maruti Alto 800 LXI,210000,5,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Tiago 1.05 Revotorq XM,260000,7,50000,Tata,Diesel,Manual,First Owner,0,1,0
Tata Zest Quadrajet 1.3,250000,8,70000,Tata,Diesel,Manual,First Owner,0,1,0
Tata Indica Vista Aqua TDI BSIII,80000,16,90000,Tata,Diesel,Manual,First Owner,0,1,0
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,450000,14,150000,Toyota,Diesel,Manual,Second Owner,1,2,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,310000,19,120000,Toyota,Diesel,Manual,Second Owner,1,2,1
Ford Figo Petrol EXI,350000,10,90000,Ford,Petrol,Manual,Second Owner,2,3,0
Maruti SX4 VDI,320000,13,100000,Maruti,Diesel,Manual,First Owner,0,1,0
Honda Amaze S i-DTEC,475000,8,90000,Honda,Diesel,Manual,First Owner,0,1,0
Tata Manza Aura (ABS) Quadrajet BS IV,220000,13,140000,Tata,Diesel,Manual,Second Owner,1,2,0
Tata Indica GLS BS IV,70000,16,60000,Tata,Petrol,Manual,First Owner,2,0,0
Chevrolet Sail Hatchback 1.3 TCDi,281000,9,40000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Tata Indigo Grand Dicor,211000,11,80000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai Elite i20 Petrol Magna Exective,550000,6,11000,Hyundai,Petrol,Manual,First Owner,2,0,0
Chevrolet Enjoy TCDi LT 8 Seater,350000,10,110000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R VXI AMT,420000,7,19890,Maruti,Petrol,Automatic,First Owner,3,5,0
Renault KWID RXT,270000,9,20969,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Celerio VXI,399000,8,20194,Maruti,Petrol,Manual,First Owner,2,0,0
Ford Figo Trend,440000,8,34982,Ford,Petrol,Manual,First Owner,2,0,0
Hyundai EON Magna,250000,12,44588,Hyundai,Petrol,Manual,First Owner,2,0,0
Ford Ecosport 1.5 Diesel Titanium,650000,8,57904,Ford,Diesel,Manual,First Owner,0,1,0
Maruti Alto K10 VXI,270000,9,59258,Maruti,Petrol,Manual,First Owner,2,0,0
Ford Figo Trend,390000,8,60826,Ford,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 W10 2WD,1500000,6,50000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti 800 AC,225000,10,35000,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 W8 2WD,900000,9,110000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Hyundai Tucson 2.0 e-VGT 2WD AT GL,1600000,6,40000,Hyundai,Diesel,Automatic,First Owner,3,10,0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,800000,5,10000,Tata,Petrol,Manual,First Owner,2,0,0
Honda Amaze E i-Dtech,320000,11,50000,Honda,Diesel,Manual,First Owner,0,1,0
Maruti Alto 800 LXI,300000,8,25000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai i20 1.2 Asta Dual Tone,740000,6,25000,Hyundai,Petrol,Manual,First Owner,2,0,0
Datsun RediGO SV 1.0,350000,5,1300,Datsun,Petrol,Manual,First Owner,2,0,0
Datsun GO T BSIV,280000,10,40000,Datsun,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire AMT VDI,675000,6,50000,Maruti,Diesel,Automatic,First Owner,3,10,0
Hyundai i10 Era 1.1 iTech SE,300000,13,20000,Hyundai,Petrol,Manual,First Owner,2,0,0
Chevrolet Captiva 2.0L VCDi,400000,13,76000,Chevrolet,Diesel,Manual,Third Owner,1,7,0
Mahindra Scorpio VLX 2WD BSIV,420000,14,100000,Mahindra,Diesel,Manual,Third Owner,1,7,0
Tata New Safari 3L Dicor LX 4x2,300000,16,120000,Tata,Diesel,Manual,First Owner,0,1,1
Maruti Wagon R VXI Minor,170000,14,70000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai EON Era Plus,210000,10,70000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Maruti Ertiga VDI,600000,9,60000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Wagon R VXI BS IV,260000,10,38000,Maruti,Petrol,Manual,Second Owner,2,3,0
Tata Nano Twist XT,82000,9,19000,Tata,Petrol,Manual,First Owner,2,0,0
Mahindra TUV 300 T8,690000,8,75000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 CRDi Asta,300000,9,70000,Hyundai,Diesel,Manual,First Owner,0,1,0
Honda BRV i-DTEC V MT,1250000,7,30000,Honda,Diesel,Manual,First Owner,0,1,0
Hyundai Verna CRDi 1.6 EX,799000,7,31707,Hyundai,Diesel,Manual,First Owner,0,1,0
Toyota Fortuner 3.0 Diesel,1000000,14,180000,Toyota,Diesel,Manual,First Owner,0,-1,0
Maruti Alto 800 LXI,190000,10,90000,Maruti,Petrol,Manual,Second Owner,2,3,0
Mahindra Verito 1.5 D2 BSIII,250000,10,30000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Verna 1.6 i ABS,200000,15,60000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra Bolero DI,300000,19,90000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Tata Zest Revotron 1.2T XMS,250000,9,120000,Tata,Petrol,Manual,Second Owner,1,-1,0
Maruti 800 AC,90000,16,70000,Maruti,Petrol,Manual,Third Owner,1,6,0
Renault Duster 85PS Diesel RxL,700000,8,160000,Renault,Diesel,Manual,First Owner,0,1,0
Volvo XC60 D3 Kinetic,1750000,12,115992,Volvo,Diesel,Automatic,Third Owner,3,-1,0
Maruti Wagon R VXI Optional,290000,7,110000,Maruti,Petrol,Manual,Second Owner,2,3,0
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1050000,10,97000,Toyota,Diesel,Manual,Second Owner,0,2,0
Tata Indigo LX Dicor,70000,16,100000,Tata,Diesel,Manual,Third Owner,1,7,0
Maruti Swift ZDi BSIV,520000,8,41000,Maruti,Diesel,Manual,First Owner,0,1,0
Tata Indigo LS,150000,12,90000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai i10 Magna 1.1,120000,16,90000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Asta Option 1.2,600000,8,25000,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Xenon XT EX 4X4,150000,14,70000,Tata,Diesel,Manual,Second Owner,1,2,0
Volkswagen Vento Petrol Highline,400000,13,60000,Volkswagen,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 LXI,310000,9,30000,Maruti,Petrol,Manual,Second Owner,2,3,0
Maruti Baleno Alpha 1.2,550000,9,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Asta Option 1.4 CRDi,550000,8,60000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 CRDi Magna,320000,11,73000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti 800 AC BSII,50000,32,100000,Maruti,Petrol,Manual,Fourth & Above Owner,1,-1,0
Maruti Vitara Brezza VDi Option,700000,7,50000,Maruti,Diesel,Manual,Second Owner,0,2,0
Maruti Ertiga VDI,700000,12,110000,Maruti,Diesel,Manual,Second Owner,0,2,0
Hyundai i20 1.4 Sportz,655000,7,84000,Hyundai,Diesel,Manual,First Owner,0,1,0
Chevrolet Beat LT LPG,200000,13,110000,Chevrolet,LPG,Manual,First Owner,2,12,0
Renault Duster 85PS Diesel RxL Optional,375000,12,150000,Renault,Diesel,Manual,First Owner,0,1,0
Hyundai Verna 1.6 SX,470000,12,109052,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Ciaz VDi,550000,9,90658,Maruti,Diesel,Manual,First Owner,0,1,0
Honda Amaze VX i-DTEC,500000,10,110000,Honda,Diesel,Manual,Second Owner,0,2,0
Datsun GO T Option BSIV,210000,9,25000,Datsun,Petrol,Manual,First Owner,2,0,0
Mercedes-Benz E-Class E250 Edition E,1451000,11,81000,Mercedes-Benz,Diesel,Automatic,First Owner,3,4,0
Hyundai Verna SX AT Diesel,245000,15,75000,Hyundai,Diesel,Automatic,First Owner,3,-1,0
Honda WR-V i-VTEC VX,700000,7,25552,Honda,Petrol,Manual,Second Owner,2,3,0
Hyundai EON Magna Plus,300000,6,20000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Xcent 1.2 CRDi E,350000,7,80000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai Elite i20 Asta Option CVT BSIV,635000,7,25000,Hyundai,Petrol,Automatic,First Owner,3,5,0
Honda City S,325000,12,40700,Honda,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 AT W10 1.99 mHawk,1150000,7,65500,Mahindra,Diesel,Automatic,First Owner,3,10,0
Tata Indigo GLE BSIII,110000,16,42000,Tata,Petrol,Manual,First Owner,2,0,0
Honda City 1.5 V MT,890000,6,8000,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Swift 1.3 LXI,73000,17,80000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Ciaz ZXi Plus,750000,8,6000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Alpha 1.2,690000,6,11174,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Indigo GLS,130000,16,120000,Tata,Petrol,Manual,First Owner,1,0,1
Hyundai Santro Xing GLS,85000,17,85000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Hyundai Elantra 2.0 SX AT,1575000,6,10000,Hyundai,Petrol,Automatic,First Owner,3,-1,0
Nissan Sunny Diesel XV,325000,11,105000,Nissan,Diesel,Manual,First Owner,0,1,0
Honda City 1.3 EXI,85000,26,120000,Honda,Petrol,Manual,Second Owner,1,3,1
Hyundai Verna 1.6 CRDI SX Option,860000,6,30000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Maruti S-Cross Sigma DDiS 200 SH,690000,7,41000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Elantra CRDi S,650000,11,54000,Hyundai,Diesel,Manual,First Owner,0,1,0
Chevrolet Sail LS ABS,375000,10,40000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Hyundai Verna 1.6 SX CRDi (O),525000,11,71000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Eeco Smiles 5 Seater AC,330000,8,72500,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Eeco Smiles 5 Seater AC,280000,11,76600,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift ZXI,470000,10,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Volkswagen Polo Diesel Trendline 1.2L,350000,13,110000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Honda City 1.5 V Elegance,480000,12,63000,Honda,Petrol,Manual,First Owner,2,0,0
Hyundai Verna 1.6 CRDi SX,620000,8,60000,Hyundai,Diesel,Manual,First Owner,0,1,0
Datsun GO T BSIV,250000,10,58000,Datsun,Petrol,Manual,First Owner,2,0,0
Chevrolet Spark 1.0,78692,14,80000,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Hyundai i20 Magna Optional 1.4 CRDi,350000,12,80000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R LX Minor,250000,11,70000,Maruti,Petrol,Manual,Second Owner,2,3,0
Hyundai i20 1.2 Sportz,260000,13,97700,Hyundai,Petrol,Manual,Fourth & Above Owner,1,9,0
Honda Mobilio S i DTEC,640000,8,36000,Honda,Diesel,Manual,Second Owner,0,2,0
Tata New Safari DICOR 2.2 EX 4x2,220000,16,90000,Tata,Diesel,Manual,Second Owner,1,2,0
Volkswagen Vento 1.5 TDI Highline,465000,9,130000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Maruti Swift Vdi BSIII,229999,14,120000,Maruti,Diesel,Manual,Second Owner,1,2,0
Maruti Wagon R VXI BS IV,425000,6,15000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Indica GLS BS IV,95000,16,120000,Tata,Petrol,Manual,Third Owner,1,6,1
Hyundai EON LPG Magna Plus,170000,12,170000,Hyundai,LPG,Manual,Third Owner,1,-1,0
Datsun RediGO T Option,229999,8,37500,Datsun,Petrol,Manual,Second Owner,2,3,0
Maruti 800 Std,45000,25,50000,Maruti,Petrol,Manual,Third Owner,1,6,0
Maruti Grand Vitara MT,479000,17,145000,Maruti,Petrol,Manual,Third Owner,1,-1,1
Hyundai EON Sportz,340000,8,30000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire ZXI,620000,8,35000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Manza Club Class Quadrajet90 EX,270000,12,60000,Tata,Diesel,Manual,First Owner,0,1,0
Tata Tiago 1.05 Revotorq XZ Plus,400000,6,35000,Tata,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R VXI Optional,260000,9,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Santro LE zipPlus,48000,21,50000,Hyundai,Petrol,Manual,Fourth & Above Owner,1,9,0
Tata Nano Twist XE,100000,9,23800,Tata,Petrol,Manual,Second Owner,2,3,0
Nissan Terrano XL Plus 85 PS,490000,9,70000,Nissan,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R Duo Lxi,120000,14,90000,Maruti,LPG,Manual,Second Owner,1,-1,0
Hyundai i10 Era,125000,16,102000,Hyundai,Petrol,Manual,Second Owner,1,3,1
Maruti Alto 800 LXI,190000,5,5000,Maruti,Petrol,Manual,First Owner,2,0,0
Fiat Linea T Jet Plus,500000,13,20000,Fiat,Petrol,Manual,First Owner,2,0,0
Toyota Fortuner 4x2 AT,1800000,10,99000,Toyota,Diesel,Automatic,First Owner,3,-1,0
Honda Civic 1.8 V MT,320000,16,90000,Honda,Petrol,Manual,First Owner,2,0,0
