car_age,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,brand_encoded,selling_price,log_price
13,170000,1,1,0,1,25,350000,12.765688433465597
17,70000,4,1,0,2,9,170000,12.043553716032399
4,1010,4,0,0,4,8,828999,13.627974227844087
4,1010,4,0,0,4,8,1119000,13.927945987294063
4,1111,4,0,0,4,8,746000,13.522480879185897
4,1010,4,0,0,4,8,1030000,13.845069360205818
4,1010,1,0,0,4,8,1334000,14.103692505457706
4,1010,4,0,0,4,8,811999,13.607254387615964
4,1010,1,0,0,4,8,1331000,14.101441097377249
4,1010,4,0,0,4,8,852000,13.655341805811453
18,120000,1,1,0,1,25,45000,10.714417768752456
11,70000,1,1,0,2,23,430000,12.971540487669746
9,70000,1,1,0,0,17,830000,13.62918097977278
15,110000,1,1,0,1,17,409999,12.923909999653127
12,80000,1,1,0,2,18,190000,12.154779351142624
17,80000,4,1,0,1,9,200000,12.206072645530174
18,110000,4,1,0,1,10,120000,11.695247021764184
5,50000,1,1,0,0,17,850000,13.652991628466498
13,115000,1,1,0,3,25,95000,11.461632170582678
11,80000,4,1,0,0,18,213000,12.269047444691562
6,25000,1,1,0,0,27,660000,13.399995114002609
7,48965,4,0,0,0,21,415000,12.936033799212835
5,5166,4,0,0,4,8,1100000,13.9108207377686
12,76290,1,0,0,0,17,650000,13.38472764187182
8,70000,1,1,1,1,17,969999,13.7850503195512
8,35000,1,1,0,0,17,1250000,14.038654109278484
7,25000,1,1,1,0,18,715000,13.480037821676145
8,47000,1,0,0,0,18,565000,13.244581010128577
11,45766,1,1,0,1,17,615000,13.329377546788654
17,78771,1,0,0,1,25,199000,12.201060103706629
14,79357,1,0,0,0,18,325000,12.691580461311874
12,28000,1,1,0,0,8,409999,12.923909999653127
12,72000,1,0,1,1,10,500000,13.122363377404328
13,76736,1,0,0,1,8,225000,12.323855681186558
17,70000,4,1,0,1,18,135000,11.813030057420567
12,80000,1,1,1,1,23,750000,13.527828485512494
15,60000,3,1,0,1,18,155000,11.951180395901384
12,77000,1,0,0,2,27,335000,12.721885810807203
19,92645,1,0,0,3,8,114999,11.652678711655406
17,101849,1,0,0,1,19,699000,13.457406021215947
20,120000,1,1,0,3,17,110000,11.608235644774552
12,80000,4,1,0,0,10,300000,12.611537753638338
10,70000,1,1,0,1,17,700000,13.458835614025542
7,120000,1,1,0,0,18,700000,13.458835614025542
11,42000,4,1,0,2,18,210000,12.254862809699606
12,120000,1,1,0,2,18,600000,13.304684934198283
12,155836,1,1,0,1,25,180000,12.100712129872347
13,59000,4,1,0,1,18,220000,12.301382825334498
15,60000,4,1,0,0,3,70000,11.156250521031495
6,70000,1,1,0,1,10,950000,13.764217263576723
10,20000,1,1,0,0,8,800000,13.592367006650065
12,120000,1,1,0,2,17,700000,13.458835614025542
8,40000,4,1,0,0,23,265000,12.487485104968359
13,90000,1,1,0,2,27,175000,12.072541252905651
12,89000,1,1,0,1,17,260000,12.468436909997665
11,80000,1,1,0,2,26,950000,13.764217263576723
15,200000,1,1,0,3,18,250000,12.429216196844383
9,50000,1,1,0,0,17,630000,13.353475098367715
12,35000,4,1,0,2,25,35000,10.46310334047155
10,200000,1,1,0,2,3,330000,12.706847933442663
15,120000,4,1,0,0,18,150000,11.918390573078392
16,90000,1,1,0,0,25,105000,11.56171562913966
11,65000,1,1,0,0,25,185000,12.128111104060462
10,50000,1,1,0,0,6,260000,12.468436909997665
12,33000,1,1,0,0,18,450000,13.017002861746503
8,38000,4,1,0,0,18,500000,13.122363377404328
12,40000,4,1,0,0,18,260000,12.468436909997665
12,55000,1,1,0,1,27,265000,12.487485104968359
7,26000,1,1,0,1,17,800000,13.592367006650065
8,80000,1,1,0,0,25,869999,13.676247341204819
6,40000,4,1,0,0,18,690000,13.444446876573442
13,120000,1,1,0,0,20,825000,13.623138665316818
18,63230,4,1,0,1,18,160000,11.982929094215963
18,120000,1,1,0,1,17,300000,12.611537753638338
19,100000,4,1,0,2,18,100000,11.512925464970229
9,77000,1,1,0,1,10,530000,13.180632285528304
8,30000,4,1,0,0,18,360000,12.793859310432293
9,40000,4,1,0,0,18,220000,12.301382825334498
7,35000,4,1,0,0,18,178000,12.089538829274222
6,5000,1,1,0,0,17,515000,13.151922179645874
10,35000,4,1,0,0,18,300000,12.611537753638338
12,80000,1,1,0,1,25,150000,11.918390573078392
7,15000,4,1,0,0,25,750000,13.527828485512494
12,80000,1,1,0,0,26,950000,13.764217263576723
18,40000,4,1,0,1,18,90000,11.407564949312402
16,110000,4,1,0,2,25,65000,11.082142548877775
12,90000,1,1,0,1,10,312000,12.65075846679162
6,25000,1,1,0,0,18,700000,13.458835614025542
19,47000,4,1,0,0,10,150000,11.918390573078392
11,60000,1,1,0,0,23,450000,13.017002861746503
14,120000,1,1,0,1,10,229999,12.345830240069793
16,120000,1,1,0,0,18,111000,11.617285480294472
12,140000,1,1,0,1,18,250000,12.429216196844383
5,1001,1,0,0,0,8,750000,13.527828485512494
7,1758,4,0,1,0,8,774000,13.559327152571864
6,1452,4,0,1,0,8,711000,13.474427708785377
7,35122,1,0,0,0,8,600000,13.304684934198283
9,92621,1,0,0,0,18,455000,13.028052697933088
9,92198,4,0,0,1,5,225000,12.323855681186558
5,5000,1,1,0,0,18,650000,13.38472764187182
11,50000,4,1,0,0,3,200000,12.206072645530174
8,74000,1,1,1,0,10,875000,13.681979165339751
7,40000,1,1,1,0,24,750000,13.527828485512494
5,22000,1,1,1,0,18,725000,13.493926933836812
17,100000,4,1,0,1,18,100000,11.512925464970229
5,40000,1,1,0,0,25,1100000,13.9108207377686
7,30000,1,1,1,0,8,2700000,14.808762330974558
8,23000,4,1,0,0,23,280000,12.542544882151386
15,30000,1,1,0,0,25,150000,11.918390573078392
14,50000,4,1,0,0,25,200000,12.206072645530174
14,100000,1,1,0,1,18,148000,11.904967552746252
13,70000,4,1,0,1,18,254999,12.449014902564246
11,60000,4,1,0,1,18,360000,12.793859310432293
18,90000,4,1,0,1,18,95000,11.461632170582678
17,230000,1,1,0,1,17,185000,12.128111104060462
12,40000,1,1,0,0,25,185000,12.128111104060462
5,15000,4,1,0,0,23,300000,12.611537753638338
6,40000,4,1,0,0,10,800000,13.592367006650065
24,50000,4,1,0,0,18,60000,11.002099841204238
14,50000,4,1,0,1,6,80000,11.289781913656018
6,8000,4,1,0,0,10,500000,13.122363377404328
11,35000,4,1,0,0,10,250000,12.429216196844383
14,80000,1,1,0,0,25,250000,12.429216196844383
19,50000,4,1,0,1,18,125000,11.736069016284437
22,80000,4,1,0,3,18,100000,11.512925464970229
14,90000,1,1,0,0,17,480000,13.081541382884074
6,30000,4,1,0,1,17,320000,12.676076274775909
14,70000,4,1,0,1,18,130000,11.77528972943772
18,80000,1,1,0,1,25,57000,10.950806546816688
19,60000,4,1,0,0,10,75000,11.225243392518447
21,35000,4,1,0,0,18,60000,11.002099841204238
16,70000,4,1,0,0,18,125000,11.736069016284437
20,100000,4,1,0,2,9,105000,11.56171562913966
16,152000,3,1,0,1,18,125000,11.736069016284437
26,70000,4,1,0,1,18,69000,11.141861783579396
12,90000,1,1,0,1,25,130000,11.77528972943772
5,40000,4,1,0,0,18,630000,13.353475098367715
8,50000,4,1,0,1,9,330000,12.706847933442663
10,15000,4,1,0,1,18,340000,12.736700896592344
18,120000,4,1,0,2,10,60000,11.002099841204238
10,78322,1,1,0,0,25,550000,13.217673557208654
10,110000,1,1,0,1,18,480000,13.081541382884074
11,80000,1,1,0,1,10,315000,12.66032791780777
12,120000,1,1,0,0,8,165000,12.013700752882718
8,125000,4,1,0,0,3,170000,12.043553716032399
6,8000,4,1,0,0,18,550000,13.217673557208654
6,13000,4,1,0,0,27,465000,13.049792684569493
12,80000,1,1,0,2,25,120000,11.695247021764184
16,54309,4,1,0,0,10,220000,12.301382825334498
13,70000,1,1,0,1,8,180000,12.100712129872347
18,34600,4,1,0,2,3,150000,11.918390573078392
8,25000,4,1,0,0,25,520000,13.16158409055761
11,80000,1,1,0,2,25,430000,12.971540487669746
15,55000,1,1,0,1,17,300000,12.611537753638338
4,5000,1,1,0,0,10,1000000,13.815510557964274
7,30000,1,1,0,0,9,725000,13.493926933836812
13,31000,1,1,0,0,10,500000,13.122363377404328
13,50000,4,1,0,0,18,250000,12.429216196844383
6,38217,1,1,0,0,18,700000,13.458835614025542
13,50000,4,1,0,2,8,185000,12.128111104060462
13,120000,1,1,0,0,18,200000,12.206072645530174
20,110000,1,1,0,2,17,315000,12.66032791780777
5,10000,1,1,0,0,25,1700000,14.346138809026444
8,60000,4,1,0,0,17,370000,12.821258284620408
13,50000,4,1,0,0,10,250000,12.429216196844383
5,15000,4,1,0,0,18,500000,13.122363377404328
16,35000,4,1,0,1,26,400000,12.89921982609012
10,100000,1,1,0,0,25,200000,12.206072645530174
8,40000,1,1,0,1,18,284000,12.556729517143344
17,60000,4,1,0,2,18,80000,11.289781913656018
10,77000,4,1,0,0,3,170000,12.043553716032399
13,60000,4,1,0,0,10,150000,11.918390573078392
14,77073,4,1,0,1,25,110000,11.608235644774552
8,70000,1,1,0,0,8,400000,12.89921982609012
11,90000,3,1,0,1,10,275000,12.524526376648708
11,186000,1,1,0,2,26,800000,13.592367006650065
10,90000,1,1,0,0,17,550000,13.217673557208654
17,100000,4,1,0,1,18,125000,11.736069016284437
14,80000,4,1,0,1,3,135000,11.813030057420567
12,150000,1,1,0,0,17,349000,12.762827201184564
10,80000,1,1,0,0,18,458000,13.034624463096321
6,35000,4,1,0,0,18,300000,12.611537753638338
16,70000,4,1,0,0,18,95000,11.461632170582678
6,50000,1,1,0,0,18,850000,13.652991628466498
5,25000,1,1,0,0,8,750000,13.527828485512494
11,120000,1,1,0,0,8,190000,12.154779351142624
15,70000,4,1,0,0,18,150000,11.918390573078392
15,106000,4,1,0,2,10,114999,11.652678711655406
14,120000,4,1,0,2,26,320000,12.676076274775909
5,120000,0,1,0,0,18,300000,12.611537753638338
8,160000,4,1,0,0,18,275000,12.524526376648708
14,120000,4,1,0,1,3,140000,11.84939770159144
4,10000,4,1,0,0,25,830000,13.62918097977278
11,50000,4,1,0,0,27,380000,12.84792653170257
14,90000,4,1,0,1,10,150000,11.918390573078392
16,70000,4,1,0,0,3,50000,10.819778284410283
16,100000,1,1,0,0,17,155000,11.951180395901384
14,80000,4,1,0,0,24,300000,12.611537753638338
6,16584,4,0,0,0,18,300000,12.611537753638338
8,38000,1,0,0,0,25,385000,12.86099861326992
14,51000,4,0,0,0,18,221000,12.30591798049989
8,38000,1,0,0,0,25,381000,12.850554654108839
9,35000,4,0,0,0,18,250999,12.43320423404224
22,120000,4,1,0,2,10,60000,11.002099841204238
8,38000,1,0,0,0,25,380000,12.84792653170257
16,144000,1,1,0,2,24,180000,12.100712129872347
7,64000,1,0,0,0,18,751000,13.529160930746272
9,60000,1,0,1,0,17,1250000,14.038654109278484
10,65000,4,0,0,0,10,229999,12.345830240069793
5,24000,1,1,0,0,25,1250000,14.038654109278484
10,58000,1,0,0,1,17,782000,13.569610019527449
10,58000,1,0,0,1,17,780000,13.567049198665774
8,68000,4,0,0,0,18,245000,12.409013489526863
13,81257,1,0,0,0,10,321000,12.679196402112153
7,44000,1,0,0,0,10,509999,13.142164043914272
9,45000,4,0,0,0,25,110000,11.608235644774552
11,75000,1,0,0,0,27,400000,12.89921982609012
11,90000,4,1,0,0,18,370000,12.821258284620408
17,80000,1,1,0,1,10,175000,12.072541252905651
26,35000,4,1,1,1,19,1000000,13.815510557964274
11,25000,4,1,0,1,18,92800,11.438201918774292
10,90000,1,1,0,0,25,291000,12.581078546153629
11,110000,1,1,0,2,10,335000,12.721885810807203
11,35000,4,1,0,0,18,170000,12.043553716032399
5,10000,4,1,0,0,18,295000,12.594730635321957
5,10000,4,1,0,0,23,375000,12.834681304952548
12,70000,4,1,0,1,10,215000,12.2783933071098
15,110000,1,1,0,1,8,150000,11.918390573078392
21,5000,4,1,0,1,18,60000,11.002099841204238
12,110000,1,1,0,3,25,280000,12.542544882151386
8,50000,1,1,0,1,26,450000,13.017002861746503
6,58000,1,1,0,0,17,1150000,13.955272500339433
6,15000,1,1,0,0,18,650000,13.38472764187182
9,60000,4,1,0,1,25,300000,12.611537753638338
9,57000,4,1,0,0,25,73000,11.198214720130528
9,87000,1,1,0,2,18,400000,12.89921982609012
7,70000,4,1,0,0,23,300000,12.611537753638338
12,30000,4,1,1,1,18,300000,12.611537753638338
12,80000,1,1,0,0,18,450000,13.017002861746503
15,100000,4,1,0,1,10,200000,12.206072645530174
5,40000,4,1,0,0,18,580000,13.270783382522602
7,3917,4,1,0,0,10,550000,13.217673557208654
17,160000,1,1,0,1,17,190000,12.154779351142624
7,35000,1,1,0,0,25,450000,13.017002861746503
10,70000,4,1,0,0,3,220000,12.301382825334498
12,69069,4,0,0,0,18,310000,12.644327576461329
5,13500,4,1,0,0,10,650000,13.38472764187182
10,59059,4,0,0,0,18,300000,12.611537753638338
11,70000,4,1,0,0,10,200000,12.206072645530174
12,39039,4,0,0,0,9,285000,12.560244459250788
10,33033,4,0,0,0,9,335000,12.721885810807203
13,55168,4,1,0,1,10,370000,12.821258284620408
11,41041,4,0,0,0,10,375000,12.834681304952548
15,67067,4,0,0,0,10,235000,12.367340793126296
11,66066,4,0,1,0,10,345000,12.751299696013497
11,82082,1,0,0,0,17,365000,12.80765263256463
10,48000,4,1,0,0,10,400000,12.89921982609012
9,30000,4,1,0,0,10,250000,12.429216196844383
12,70070,1,0,1,0,10,465000,13.049792684569493
7,10000,4,1,0,0,23,300000,12.611537753638338
6,25000,4,1,0,0,18,655000,13.39239051461739
8,30000,0,1,0,1,18,350000,12.765688433465597
9,50000,4,0,1,0,10,500000,13.122363377404328
9,63063,4,0,1,0,10,465000,13.049792684569493
16,70000,1,1,0,0,18,263000,12.479909311159902
12,90000,4,1,0,0,18,250000,12.429216196844383
25,90000,4,1,0,3,10,60000,11.002099841204238
19,90000,4,1,0,2,10,70000,11.156250521031495
7,140000,1,1,0,0,9,650000,13.38472764187182
10,80000,1,1,0,1,10,370000,12.821258284620408
8,40000,1,1,0,0,18,509999,13.142164043914272
13,33000,4,1,0,0,18,280000,12.542544882151386
14,40000,4,1,0,0,18,180000,12.100712129872347
7,6000,4,1,0,0,8,650000,13.38472764187182
14,78000,1,0,0,1,10,200000,12.206072645530174
13,72000,1,0,0,2,10,210000,12.254862809699606
13,9528,4,0,0,0,25,75000,11.225243392518447
13,135200,1,0,0,0,26,450000,13.017002861746503
13,58000,4,0,0,1,10,220000,12.301382825334498
11,78000,1,0,0,1,10,325000,12.691580461311874
6,45000,4,1,0,0,25,450000,13.017002861746503
7,35000,1,1,0,0,8,825000,13.623138665316818
17,76000,4,0,0,2,10,125000,11.736069016284437
9,100000,1,1,0,2,17,434999,12.983099011217604
13,99000,1,1,0,1,17,484999,13.091902108061824
15,80000,1,1,0,2,18,175000,12.072541252905651
18,120000,4,1,0,2,9,220000,12.301382825334498
4,1100,4,0,0,0,9,1250000,14.038654109278484
7,34000,4,0,0,0,18,215000,12.2783933071098
10,68000,1,0,0,0,17,625000,13.345506928718539
6,15000,1,1,0,0,8,615000,13.329377546788654
12,58000,1,0,0,0,3,130000,11.77528972943772
11,50300,1,1,0,0,25,175000,12.072541252905651
13,70000,1,1,0,1,25,150000,11.918390573078392
13,60000,1,1,0,2,25,195000,12.180754837545884
4,90000,1,1,0,0,18,550000,13.217673557208654
6,40000,1,1,0,0,11,1500000,14.22097566607244
14,80000,4,1,0,1,24,400000,12.89921982609012
5,15000,1,1,0,0,21,1350000,14.115615150414612
9,45000,4,1,0,0,18,217000,12.287652632522597
13,130000,1,1,0,1,18,290000,12.577636201962656
6,80000,1,1,0,0,17,700000,13.458835614025542
10,40000,4,1,0,0,18,175000,12.072541252905651
7,80000,1,1,0,0,27,575000,13.262125319779487
8,100000,1,1,0,1,18,380000,12.84792653170257
11,151624,1,1,0,1,17,350000,12.765688433465597
12,160000,1,1,0,0,23,450000,13.017002861746503
19,110000,0,1,0,1,10,130000,11.77528972943772
9,74820,1,1,0,0,18,320000,12.676076274775909
10,82000,1,1,0,0,17,550000,13.217673557208654
9,50000,4,1,0,1,18,370000,12.821258284620408
14,70000,4,1,0,1,3,114999,11.652678711655406
4,1000,4,1,0,0,8,1100000,13.9108207377686
18,170000,1,1,0,0,10,170000,12.043553716032399
16,150000,1,1,0,2,25,80000,11.289781913656018
5,17000,1,1,0,0,8,950000,13.764217263576723
10,150000,1,1,0,0,18,425000,12.959844447906553
9,80000,1,1,0,0,10,500000,13.122363377404328
19,170000,4,1,0,2,10,70000,11.156250521031495
11,120000,1,1,0,0,9,349000,12.762827201184564
12,90000,4,1,0,2,10,330000,12.706847933442663
14,90000,4,1,0,2,10,120000,11.695247021764184
11,100000,1,1,0,1,10,430000,12.971540487669746
10,90000,1,1,0,0,18,390000,12.873902018105829
12,129000,1,1,0,0,21,225000,12.323855681186558
14,186000,1,1,1,1,17,350000,12.765688433465597
15,66778,1,1,0,0,25,100000,11.512925464970229
10,50000,4,1,0,0,10,190000,12.154779351142624
10,110000,1,1,0,1,10,315000,12.66032791780777
9,60000,1,1,0,1,10,300000,12.611537753638338
8,40000,4,1,0,0,23,280000,12.542544882151386
6,10000,4,1,0,0,25,539000,13.197470849891134
7,50000,4,1,0,0,18,420000,12.948009990259552
23,70000,4,1,0,2,18,85000,11.350406535472453
20,73000,4,1,0,3,22,142000,11.863582336583399
10,76000,4,1,0,1,10,180000,12.100712129872347
10,120000,1,1,0,1,3,400000,12.89921982609012
15,170000,1,1,1,2,17,360000,12.793859310432293
21,110000,4,1,0,1,10,85000,11.350406535472453
8,63400,4,1,0,0,9,350000,12.765688433465597
9,25000,4,1,0,0,5,380000,12.84792653170257
15,80000,4,1,0,2,10,140000,11.84939770159144
12,90000,4,1,0,0,18,200000,12.206072645530174
13,157000,4,1,0,0,10,150000,11.918390573078392
17,100000,1,1,0,1,17,300000,12.611537753638338
7,50000,4,1,0,0,23,280000,12.542544882151386
13,40000,4,1,0,0,18,200000,12.206072645530174
15,38500,4,1,0,1,3,110000,11.608235644774552
16,103921,4,1,0,1,10,140000,11.84939770159144
6,14825,4,0,0,0,9,1150000,13.955272500339433
8,43377,1,0,0,0,9,910000,13.721199878493033
14,102307,1,0,0,0,8,160000,11.982929094215963
20,79000,4,1,0,1,18,105000,11.56171562913966
20,90000,4,1,0,3,18,70000,11.156250521031495
12,110000,1,1,0,0,3,160000,11.982929094215963
11,80000,1,1,0,0,3,225000,12.323855681186558
22,100000,4,1,0,0,9,145000,11.884489021402711
6,20000,1,1,0,0,8,930000,13.742939865129438
16,154000,1,1,0,2,10,110000,11.608235644774552
7,40000,1,1,0,0,23,650000,13.38472764187182
5,51000,4,1,0,0,18,550000,13.217673557208654
16,120000,4,1,0,1,18,85000,11.350406535472453
8,35000,4,1,0,0,26,509999,13.142164043914272
7,70000,1,1,0,0,18,650000,13.38472764187182
13,60000,4,1,0,1,3,140000,11.84939770159144
13,70000,4,1,0,0,18,150000,11.918390573078392
6,10000,4,1,0,1,5,450000,13.017002861746503
18,245244,1,1,0,3,10,170000,12.043553716032399
7,60000,4,1,0,0,23,400000,12.89921982609012
8,30000,4,1,0,0,25,300000,12.611537753638338
12,8000,4,1,0,0,18,250000,12.429216196844383
5,10000,4,1,0,0,25,500000,13.122363377404328
22,100000,1,1,0,2,10,85000,11.350406535472453
12,110000,1,1,0,0,21,300000,12.611537753638338
9,45000,1,0,1,0,17,740000,13.514405465180353
19,68500,4,0,0,0,10,70000,11.156250521031495
5,5007,4,0,1,0,10,484999,13.091902108061824
11,30000,4,1,0,0,21,164000,12.007621706806335
16,70000,4,1,1,0,9,140000,11.84939770159144
13,49600,1,0,1,0,19,999000,13.81451005763069
19,23000,4,1,0,1,18,56000,10.933106969717286
18,30000,1,0,1,0,2,1050000,13.864300722133706
14,38000,4,0,0,0,10,190000,12.154779351142624
6,22000,1,0,1,0,1,3899000,15.176230667964735
13,43100,4,0,0,0,10,235000,12.367340793126296
7,10171,4,0,0,0,5,350000,12.765688433465597
9,41123,1,0,0,0,23,465000,13.049792684569493
7,20118,4,0,1,0,26,1900000,14.457364444136669
10,40000,1,0,0,0,9,450000,13.017002861746503
9,52517,1,0,0,0,27,790000,13.579788224443204
5,20000,1,1,0,0,17,900000,13.710150042306449
10,99117,1,0,0,0,8,450000,13.017002861746503
15,90000,4,1,0,0,3,135000,11.813030057420567
5,3700,4,1,0,0,18,425000,12.959844447906553
14,80000,1,1,0,0,25,100000,11.512925464970229
9,100000,1,1,0,1,8,650000,13.38472764187182
13,54000,1,1,0,0,25,90000,11.407564949312402
7,19000,4,1,0,0,10,250000,12.429216196844383
10,120000,1,1,0,0,18,300000,12.611537753638338
10,30000,4,1,0,0,18,275000,12.524526376648708
7,43500,4,1,0,0,9,600000,13.304684934198283
8,60000,4,1,0,1,23,270000,12.506177237980511
8,70000,4,1,0,1,23,240000,12.388394202324129
8,20000,4,1,0,0,23,350000,12.765688433465597
26,60000,4,0,0,2,18,65000,11.082142548877775
9,58000,1,1,0,0,18,650000,13.38472764187182
10,40000,4,0,0,0,18,350000,12.765688433465597
19,70000,4,1,0,1,18,75000,11.225243392518447
12,70000,1,0,0,0,10,440000,12.994530005894443
11,60000,4,1,0,0,10,270000,12.506177237980511
10,135000,1,0,0,0,26,1150000,13.955272500339433
9,70000,4,0,0,0,18,238000,12.380025952653611
11,40000,4,1,1,1,19,1100000,13.9108207377686
9,75000,1,0,0,1,17,1200000,13.997832114758229
14,150000,1,1,0,0,24,260000,12.468436909997665
12,140000,1,1,0,2,26,350000,12.765688433465597
9,70000,1,1,0,0,26,480000,13.081541382884074
12,137250,1,1,0,1,26,345000,12.751299696013497
11,110000,1,1,0,1,17,500000,13.122363377404328
7,27000,4,0,0,0,10,595000,13.296316684527767
5,9000,1,0,0,0,10,1295000,14.074021253115776
5,5400,1,0,0,4,27,1350000,14.115615150414612
4,1000,4,0,0,4,23,541000,13.201174557828619
6,16000,4,0,0,0,10,515000,13.151922179645874
5,13000,1,0,0,4,8,894999,13.704577879937933
12,47000,1,0,0,0,23,325000,12.691580461311874
6,22000,4,1,0,0,18,925000,13.737549016494562
7,30000,4,1,0,0,21,844999,13.647090722906658
6,20000,4,1,0,0,18,925000,13.737549016494562
11,60000,1,1,0,0,25,300000,12.611537753638338
16,75000,4,1,0,1,26,650000,13.38472764187182
14,64000,4,0,0,0,18,175000,12.072541252905651
9,80000,1,1,0,0,18,325000,12.691580461311874
7,90000,1,1,0,0,23,600000,13.304684934198283
6,30000,4,1,0,0,18,700000,13.458835614025542
21,120000,4,1,1,1,26,95000,11.461632170582678
5,20000,4,0,0,0,18,490000,13.102160670086809
11,100000,1,1,0,0,25,380000,12.84792653170257
6,31000,4,0,0,0,10,550000,13.217673557208654
11,47000,4,0,0,0,18,225000,12.323855681186558
6,11200,4,1,0,0,25,570000,13.253391639810733
6,35000,4,0,0,0,18,305000,12.628067055589549
14,50000,3,0,0,0,18,240000,12.388394202324129
9,55000,1,0,0,0,18,700000,13.458835614025542
6,20000,4,0,0,0,18,288000,12.570715759118084
7,75000,1,0,0,0,17,800000,13.592367006650065
7,93000,4,0,0,0,18,430000,12.971540487669746
15,57000,1,0,0,1,3,195000,12.180754837545884
10,30000,4,0,0,0,18,325000,12.691580461311874
11,73000,1,0,0,0,23,450000,13.017002861746503
8,65000,1,0,0,0,18,630000,13.353475098367715
15,62000,4,0,0,1,18,250000,12.429216196844383
17,85000,4,0,0,0,10,135000,11.813030057420567
14,73000,4,1,0,0,3,110000,11.608235644774552
12,55000,1,0,0,0,18,350000,12.765688433465597
8,5800,4,1,0,1,18,240000,12.388394202324129
15,350000,1,1,0,0,26,350000,12.765688433465597
6,30000,4,1,0,0,18,600000,13.304684934198283
6,20000,1,1,0,0,18,750000,13.527828485512494
6,20000,4,1,0,0,10,270000,12.506177237980511
17,100000,4,1,0,1,18,90000,11.407564949312402
11,65000,4,1,0,0,18,350000,12.765688433465597
11,90000,1,1,0,1,8,285000,12.560244459250788
13,267000,1,1,0,1,26,665000,13.407542319637992
19,250000,1,1,0,1,17,175000,12.072541252905651
13,140000,1,1,0,1,17,350000,12.765688433465597
6,22000,4,0,1,0,9,1225000,14.018451401960965
14,60000,4,0,0,1,9,285000,12.560244459250788
6,28635,4,0,0,0,9,1000000,13.815510557964274
6,32114,1,0,0,0,9,780000,13.567049198665774
10,82000,4,0,0,1,18,300000,12.611537753638338
18,95149,4,0,0,1,18,160000,11.982929094215963
6,68458,4,0,0,0,9,625000,13.345506928718539
14,42000,4,1,0,0,18,265000,12.487485104968359
10,90000,1,1,0,1,9,515000,13.151922179645874
8,100000,1,1,0,0,10,650000,13.38472764187182
7,80000,1,1,0,0,17,650000,13.38472764187182
14,105546,4,1,0,0,10,150000,11.918390573078392
6,10000,4,1,0,0,26,500000,13.122363377404328
12,80000,1,1,0,1,26,1000000,13.815510557964274
11,35000,4,1,0,0,10,340000,12.736700896592344
11,120000,1,1,0,0,26,1010000,13.825460888817442
13,120000,1,1,0,2,26,350000,12.765688433465597
8,70000,1,1,0,0,18,595000,13.296316684527767
10,130000,1,1,0,2,17,700000,13.458835614025542
5,40000,4,1,0,0,23,265000,12.487485104968359
9,60000,4,1,0,1,18,320000,12.676076274775909
13,110000,4,1,0,0,9,310000,12.644327576461329
10,130000,1,1,0,0,9,700000,13.458835614025542
15,80000,4,1,0,1,18,130000,11.77528972943772
15,120000,1,1,0,1,18,150000,11.918390573078392
9,104000,1,1,0,1,9,300000,12.611537753638338
13,100000,4,1,0,1,18,150000,11.918390573078392
21,132343,4,1,0,1,9,120000,11.695247021764184
8,90000,1,1,0,1,10,950000,13.764217263576723
17,60000,4,1,0,1,18,100000,11.512925464970229
9,76000,1,1,0,0,9,450000,13.017002861746503
20,60000,4,1,0,2,18,30000,10.308952660644293
15,30000,4,1,0,1,17,200000,12.206072645530174
14,96000,1,1,0,1,25,250000,12.429216196844383
9,26134,4,0,0,0,18,280000,12.542544882151386
13,52895,1,0,0,0,18,260000,12.468436909997665
11,42324,1,0,0,1,10,550000,13.217673557208654
8,65000,1,0,0,0,17,1044999,13.85952648644279
12,60236,1,0,0,0,17,550000,13.217673557208654
10,70000,4,1,0,1,18,210000,12.254862809699606
10,70000,4,1,0,2,18,210000,12.254862809699606
15,100000,1,1,0,1,17,290000,12.577636201962656
16,110000,1,1,0,0,6,250999,12.43320423404224
5,10300,4,1,0,0,23,600000,13.304684934198283
10,120000,1,1,0,1,6,270000,12.506177237980511
12,142000,1,1,0,0,25,550000,13.217673557208654
7,25000,1,1,0,0,17,800000,13.592367006650065
4,5000,4,1,0,0,25,500000,13.122363377404328
8,28643,4,0,0,0,10,396000,12.889169490236618
10,50000,1,1,0,0,9,600000,13.304684934198283
5,30000,4,0,0,0,18,575000,13.262125319779487
4,5000,4,1,0,0,10,520000,13.16158409055761
6,30000,1,1,1,0,17,1400000,14.151982794585487
6,7600,4,1,1,0,18,600000,13.304684934198283
11,47253,1,0,0,0,3,195000,12.180754837545884
9,4432,4,0,1,1,18,281000,12.546109948315882
14,110000,4,1,0,1,25,75000,11.225243392518447
10,25000,4,1,0,0,10,400000,12.89921982609012
15,70000,1,1,0,1,25,93000,11.440354772135393
8,68523,4,0,0,0,10,560000,13.235692062711331
5,5000,4,1,0,0,10,400000,12.89921982609012
6,40000,4,1,0,0,25,459999,13.038979594549872
7,43000,1,1,0,0,10,450000,13.017002861746503
14,80251,0,0,0,1,18,88000,11.385092093460344
14,34500,4,1,0,1,10,250000,12.429216196844383
24,42743,4,0,0,2,8,22000,9.998797732340453
11,93900,1,1,0,1,3,130000,11.77528972943772
20,80000,4,1,0,0,18,79000,11.27720313144916
12,110000,1,1,0,0,3,120000,11.695247021764184
